postId,likeCount,likeID,commentID
3726010000000000.0,1047,406063,864121
3726010000000000.0,1881,876665,790607
3725630000000000.0,1238,221172,456902
3725620000000000.0,1190,584963,555968
3725620000000000.0,1842,418717,159101
3725270000000000.0,440,595972,388790
3725270000000000.0,278,990617,647337
3725270000000000.0,408,834965,460260
3724670000000000.0,200,983811,692673
3724670000000000.0,300,750419,533374
3772130000000000.0,310,820777,647577
3772130000000000.0,31,472370,987225
3776430000000000.0,1787,371967,291232
3777680000000000.0,2298,404119,109540
3777680000000000.0,1953,640652,497827
3777660000000000.0,1774,651951,151991
3777160000000000.0,672,288751,466326
3777160000000000.0,261,786337,718992
3777120000000000.0,256,149115,453151
3777120000000000.0,689,843583,291962
3776910000000000.0,142,821747,249143
3776210000000000.0,732,814635,636226
3776080000000000.0,599,453824,104000
3775350000000000.0,121,825948,987474
3775350000000000.0,1550,455754,351492
3775050000000000.0,1887,990123,599522
3775000000000000.0,994,591072,138304
3774970000000000.0,100,604999,431593
3774970000000000.0,3579,707274,251836
3774760000000000.0,305,208940,924926
3774760000000000.0,275,365517,767521
3774750000000000.0,501,721820,979090
3774750000000000.0,367,485777,724674
3774260000000000.0,288,651638,717296
3774260000000000.0,235,980729,649639
3773900000000000.0,1975,712956,738873
3773890000000000.0,1155,437497,307869
3773680000000000.0,736,165953,943890
3773680000000000.0,1548,600328,906790
3772970000000000.0,1986,103267,182745
3772960000000000.0,1812,976020,924945
3772610000000000.0,589,257164,635626
3772610000000000.0,271,231484,631831
3772080000000000.0,64,992323,160692
3772080000000000.0,1062,320156,323992
3772070000000000.0,175,616771,930857
3772070000000000.0,1685,663044,643176
3772070000000000.0,1996,791095,933727
3772070000000000.0,1835,214352,969474
3771150000000000.0,11140,185999,117955
3770790000000000.0,12186,924273,170640
3770790000000000.0,11027,296582,844086
3770430000000000.0,1674,500573,525695
3769350000000000.0,2163,161476,406955
3769350000000000.0,13658,267280,775510
3769350000000000.0,2864,695468,798646
3769340000000000.0,2282,737144,954882
3769340000000000.0,429,514568,286141
3769260000000000.0,5157,998320,734736
3769190000000000.0,12000,638685,278031
3769190000000000.0,3363,219180,166234
3769190000000000.0,1053,664242,278352
3769190000000000.0,725,179459,509995
3769190000000000.0,1674,295004,566152
3769190000000000.0,1911,825256,159163
3769190000000000.0,1999,575853,151934
3768980000000000.0,1277,820255,525523
3768980000000000.0,119,940530,554137
3768980000000000.0,248,105486,239407
3768980000000000.0,650,973332,750308
3768830000000000.0,288,727083,320184
3768830000000000.0,1235,766490,449652
3768720000000000.0,1441,861315,742612
3768720000000000.0,1708,422710,297775
3768530000000000.0,1999,389336,887494
3768530000000000.0,1638,708364,189780
3768530000000000.0,438,252617,645977
3768470000000000.0,1533,897606,450605
3768470000000000.0,67,989465,633636
3768460000000000.0,814,138102,174460
3768450000000000.0,1830,464778,189930
3768450000000000.0,145,631089,727438
3768450000000000.0,129,827627,279208
3767880000000000.0,1735,254697,313945
3767850000000000.0,101,331915,827952
3767740000000000.0,112,308124,537477
3767740000000000.0,1274,625830,383821
3767740000000000.0,1992,277804,805703
3767740000000000.0,1995,139081,818216
3767160000000000.0,293,455249,319930
3767160000000000.0,1996,905497,617313
3767160000000000.0,93,314532,712380
3766440000000000.0,116,619332,416837
3765570000000000.0,1637,389106,128295
3765200000000000.0,540,113807,535564
3764620000000000.0,246,257504,338067
3764610000000000.0,1590,585008,792440
3764590000000000.0,1729,494540,977699
3763380000000000.0,1187,617923,266981
3763090000000000.0,1893,844699,119870
3769300000000000.0,1994,303196,348683
3777520000000000.0,1604,334677,126790
3776950000000000.0,1908,743162,911721
3774980000000000.0,1895,548345,849074
3774750000000000.0,1188,587462,639773
3774410000000000.0,805,930914,186188
3774050000000000.0,1838,629036,842129
3774040000000000.0,1209,764795,890141
3773850000000000.0,2834,748249,130355
3773850000000000.0,1186,811131,551015
3773850000000000.0,385,506332,256542
3773850000000000.0,1087,273416,405062
3773850000000000.0,1803,938656,663586
3773640000000000.0,101,601708,966651
3773530000000000.0,644,161629,428184
3772460000000000.0,776,592734,855195
3772060000000000.0,996,390160,648248
3772060000000000.0,237,920023,313920
3771890000000000.0,1544,989765,342804
3771830000000000.0,26,476965,560857
3771830000000000.0,2000,922827,604492
3771820000000000.0,1799,753983,515916
3771820000000000.0,122,921052,858574
3771810000000000.0,405,228148,906991
3770780000000000.0,819,586261,455540
3769930000000000.0,800,292714,831899
3769890000000000.0,1795,383876,359747
3769890000000000.0,1660,715650,523570
3769880000000000.0,911,375987,738353
3769320000000000.0,912,958158,117640
3769320000000000.0,145,152528,924845
3769310000000000.0,1677,359214,939070
3769310000000000.0,285,601108,734421
3769180000000000.0,1834,468501,824226
3769180000000000.0,1735,250159,272502
3769180000000000.0,400,255576,965291
3769180000000000.0,2000,986089,111023
3769180000000000.0,754,645735,488043
3769180000000000.0,166,386103,166203
3769180000000000.0,304,260775,109337
3769180000000000.0,111,670715,614723
3769180000000000.0,465,423673,464167
3769180000000000.0,94,446809,730075
3769180000000000.0,1212,787281,395451
3769150000000000.0,1882,520571,227016
3767130000000000.0,1669,891267,644447
3767130000000000.0,1236,597562,802965
3767100000000000.0,1169,483934,992048
3766990000000000.0,63,965184,417428
3766990000000000.0,483,419187,790907
3766800000000000.0,114,983439,182844
3766780000000000.0,1534,651820,265421
3766780000000000.0,1166,222402,218012
3766780000000000.0,1541,538661,498929
3766770000000000.0,1122,680466,673695
3766750000000000.0,1997,563556,675278
3766750000000000.0,1533,229473,578007
3766740000000000.0,1899,944573,517009
3766030000000000.0,1713,418714,326156
3766030000000000.0,1960,268964,625303
3764830000000000.0,1972,161813,127712
3764600000000000.0,54,724785,867214
3764600000000000.0,219,212816,228778
3764600000000000.0,2,686580,385977
3764490000000000.0,878,235230,818040
3764490000000000.0,1032,906741,369114
3764490000000000.0,1055,434618,932972
3764490000000000.0,712,251456,904449
3762820000000000.0,53,962312,205570
3762820000000000.0,563,370846,100404
3762820000000000.0,1921,803286,374907
3762810000000000.0,1800,773744,815460
3762810000000000.0,140,984574,765220
3762810000000000.0,1845,335365,442786
3762620000000000.0,1364,150612,910006
3762620000000000.0,1566,909956,300244
3762620000000000.0,323,897348,104809
3762620000000000.0,296,263273,808690
3762450000000000.0,1828,244528,606964
3762430000000000.0,228,549613,138765
3762410000000000.0,1819,931538,416076
3762400000000000.0,1748,943523,646237
3762290000000000.0,1901,301152,399888
3762260000000000.0,1319,800903,994751
3762080000000000.0,39,192193,136187
3762050000000000.0,5541,605950,238311
3762050000000000.0,65,900921,608153
3762050000000000.0,1588,289089,686165
3762050000000000.0,333,536341,412066
3761980000000000.0,180,718362,787409
3775850000000000.0,207,661419,740053
3777840000000000.0,4190,960395,731172
3777800000000000.0,684,225917,910717
3777760000000000.0,955,399770,798168
3777720000000000.0,1968,581680,381342
3777690000000000.0,4636,639542,144238
3777600000000000.0,210,101252,926196
3777560000000000.0,655,964141,585450
3777520000000000.0,197,415826,421638
3777480000000000.0,1081,705605,427359
3777450000000000.0,1171,702875,106949
3777410000000000.0,689,863185,417537
3777370000000000.0,1079,828913,762301
3777330000000000.0,915,650222,880722
3777290000000000.0,1238,555102,437889
3777250000000000.0,1136,576467,456600
3777210000000000.0,577,415557,983671
3777170000000000.0,270,404462,350875
3777130000000000.0,391,563389,170390
3777090000000000.0,512,807689,353490
3777060000000000.0,413,667376,347940
3777020000000000.0,478,465340,533027
3776980000000000.0,106,608041,417623
3776940000000000.0,1737,316464,842729
3776860000000000.0,148,610736,906395
3776820000000000.0,115,417267,750199
3776780000000000.0,2530,988900,323777
3776740000000000.0,1986,959909,900820
3776700000000000.0,7808,105569,694124
3776660000000000.0,783,728861,529802
3776620000000000.0,1094,358090,767375
3776580000000000.0,196,145002,871954
3776540000000000.0,808,761614,779574
3776500000000000.0,1978,598870,311791
3776460000000000.0,2265,302846,761450
3776410000000000.0,270,766997,777775
3776370000000000.0,1073,124071,682531
3776330000000000.0,135,994647,272312
3776300000000000.0,2963,357218,314879
3776220000000000.0,544,463714,526650
3776170000000000.0,618,431868,962129
3776130000000000.0,472,653020,745753
3776090000000000.0,1582,517170,157108
3776000000000000.0,535,580721,211195
3775970000000000.0,487,989513,136668
3775930000000000.0,1133,385205,441396
3775890000000000.0,1220,664037,230560
3775810000000000.0,376,466824,247979
3775770000000000.0,2962,249849,848589
3775720000000000.0,4093,151745,470608
3775680000000000.0,106,191865,998860
3775640000000000.0,998,312890,123624
3775600000000000.0,887,123321,503704
3775570000000000.0,295,909006,274293
3775530000000000.0,1512,883415,286717
3775480000000000.0,1854,480975,283868
3775440000000000.0,140,759792,195257
3775400000000000.0,518,688579,310176
3775350000000000.0,526,290471,572930
3775310000000000.0,282,936860,843091
3775270000000000.0,505,618862,575774
3775230000000000.0,153,735605,239789
3775200000000000.0,555,489593,915131
3775160000000000.0,1342,173686,167661
3775120000000000.0,1861,668535,345121
3775030000000000.0,1471,772108,467257
3774990000000000.0,440,366765,246106
3774960000000000.0,1519,358930,760482
3774880000000000.0,422,904462,969270
3774850000000000.0,198,971149,548874
3774810000000000.0,441,662926,953499
3774770000000000.0,1547,218033,730265
3774730000000000.0,799,713157,729474
3774690000000000.0,463,921106,266926
3774650000000000.0,367,670559,960120
3774610000000000.0,1443,531734,473220
3774580000000000.0,1389,765627,321897
3774540000000000.0,1758,101062,347736
3774500000000000.0,1027,674736,195462
3774470000000000.0,512,499445,550009
3774430000000000.0,1672,870173,672203
3774390000000000.0,1993,366776,728880
3774350000000000.0,1926,758956,471923
3774310000000000.0,337,499384,732387
3771600000000000.0,234,631849,567010
3776830000000000.0,240,706440,749324
3776820000000000.0,1659,486193,126734
3775400000000000.0,1182,126069,835265
3773570000000000.0,1936,637198,435623
3773560000000000.0,659,570951,181264
3772870000000000.0,1374,123275,696562
3771630000000000.0,931,574665,462920
3771440000000000.0,1880,291076,294053
3777610000000000.0,942,809913,672735
3777600000000000.0,884,699991,962522
3777600000000000.0,597,903692,212581
3777100000000000.0,269,365956,521240
3777100000000000.0,64,814016,216421
3777090000000000.0,147,625893,564374
3776720000000000.0,1705,172303,258211
3776720000000000.0,231,287210,886237
3776710000000000.0,109,962557,244990
3776120000000000.0,1936,258518,224040
3776120000000000.0,427,768406,623138
3776110000000000.0,1722,518034,856254
3775780000000000.0,572,890756,962755
3775770000000000.0,410,895543,640677
3775760000000000.0,224,746465,403571
3775320000000000.0,245,784106,222883
3775310000000000.0,143,843246,862501
3775310000000000.0,588,487952,212221
3775090000000000.0,478,899666,360669
3775080000000000.0,395,859224,939873
3775080000000000.0,1360,625134,635242
3774630000000000.0,1091,441383,344761
3774630000000000.0,29,932946,974668
3774620000000000.0,924,984011,237541
3774290000000000.0,538,928533,164323
3774280000000000.0,93,716210,289139
3774280000000000.0,387,280448,800947
3773840000000000.0,829,335659,489678
3773830000000000.0,75,954016,204537
3773820000000000.0,429,964909,341983
3772390000000000.0,540,666821,888260
3772380000000000.0,738,101917,382762
3772380000000000.0,563,656542,886275
3759710000000000.0,213,467436,609930
3759700000000000.0,171,671650,382272
3759690000000000.0,71,485925,866641
3757380000000000.0,796,814743,689833
3757360000000000.0,197,182180,712246
3757350000000000.0,1349,503081,401953
3752640000000000.0,196,478892,105287
3752630000000000.0,48,357665,108512
3752620000000000.0,118,756702,556292
3740930000000000.0,169,208872,872042
3740920000000000.0,260,193070,704055
3740910000000000.0,79,722117,529474
3740150000000000.0,1999,142078,468432
3740140000000000.0,35,707812,327645
3740130000000000.0,273,636507,886667
3739750000000000.0,51,405073,227309
3739740000000000.0,51,429588,763927
3739740000000000.0,1665,988266,564008
3739500000000000.0,140,820801,446699
3739500000000000.0,69,435842,486594
3739490000000000.0,982,872608,760775
3739230000000000.0,1321,791519,143925
3739220000000000.0,207,237023,187388
3739210000000000.0,162,632295,357802
3738720000000000.0,73,535048,158596
3738720000000000.0,85,451005,879554
3738710000000000.0,111,973172,639812
3738330000000000.0,106,622244,512498
3738320000000000.0,429,779290,599097
3738310000000000.0,1475,749789,907043
3737660000000000.0,1398,248056,114060
3737650000000000.0,74,838345,577272
3737650000000000.0,63,618545,929735
3737350000000000.0,1253,290279,830406
3737340000000000.0,345,784647,139711
3737340000000000.0,881,243026,435484
3776370000000000.0,109,565317,318134
3777830000000000.0,102,202974,249646
3777160000000000.0,1677,502400,250168
3777160000000000.0,1611,692016,789376
3776740000000000.0,1471,635534,538774
3776390000000000.0,1695,611937,511597
3776370000000000.0,213,192263,635590
3776370000000000.0,538,953938,665445
3776000000000000.0,32,679205,323810
3774930000000000.0,1720,196646,445266
3774920000000000.0,1211,910951,590025
3774570000000000.0,1165,580703,443054
3773820000000000.0,612,957756,367552
3773540000000000.0,42,159379,125053
3772830000000000.0,85,502662,756282
3772820000000000.0,1341,198723,675644
3772760000000000.0,137,372933,984152
3767030000000000.0,430,953088,930460
3766950000000000.0,192,950916,132154
3766940000000000.0,436,313942,364480
3766610000000000.0,341,465821,954211
3766590000000000.0,288,381173,945633
3766290000000000.0,576,132265,465060
3766220000000000.0,713,343322,274944
3765870000000000.0,214,670485,548396
3765860000000000.0,12259,254782,784846
3765850000000000.0,4592,171907,302967
3765850000000000.0,44,950867,402775
3765850000000000.0,1987,491182,856892
3765850000000000.0,480,382247,164772
3765850000000000.0,64,226108,114382
3765120000000000.0,1684,184291,463339
3764570000000000.0,3173,759116,382753
3764500000000000.0,101,247550,332050
3764420000000000.0,6452,532882,437827
3764420000000000.0,10830,592313,486858
3764410000000000.0,2162,754618,695603
3764180000000000.0,809,964266,488349
3764130000000000.0,1575,114153,700613
3764130000000000.0,37,340773,155318
3763690000000000.0,1500,494030,477177
3763680000000000.0,1982,176077,976906
3763330000000000.0,43,233515,306988
3763320000000000.0,38,959751,225885
3755700000000000.0,1677,996209,641656
3755520000000000.0,1692,770688,288014
3755340000000000.0,1945,191751,330203
3755120000000000.0,1501,913738,795275
3755030000000000.0,309,923651,311951
3754260000000000.0,2127,605155,295716
3751760000000000.0,533,684567,415172
3739850000000000.0,1879,990695,100126
3739450000000000.0,479,938761,127632
3739450000000000.0,2255,600315,820670
3739220000000000.0,1317,209945,417320
3739120000000000.0,3986,350869,841426
3739080000000000.0,1358,598716,275399
3739070000000000.0,654,562120,234869
3739050000000000.0,67,278954,769078
3739040000000000.0,741,134560,963021
3739040000000000.0,508,384260,232717
3739040000000000.0,1465,278595,748373
3738870000000000.0,1216,479862,905688
3738780000000000.0,335,594592,200158
3738770000000000.0,1117,808533,268502
3738380000000000.0,1159,532498,430388
3737670000000000.0,1186,767054,418408
3736590000000000.0,1087,568276,157545
3736590000000000.0,416,611411,925656
3736580000000000.0,1060,984377,113224
3736580000000000.0,1065,140738,950163
3736310000000000.0,892,280760,863978
3736310000000000.0,1163,566725,763937
3736310000000000.0,921,632358,226161
3736230000000000.0,896,632954,944193
3736220000000000.0,847,398512,762143
3736220000000000.0,1052,666202,301579
3735860000000000.0,1197,752026,871253
3735530000000000.0,1185,604471,429670
3735490000000000.0,1044,906388,318967
3735440000000000.0,1153,932672,483152
3735430000000000.0,1100,194270,891189
3735430000000000.0,1009,643385,765755
3735430000000000.0,1993,247313,990324
3735240000000000.0,756,258768,346726
3735240000000000.0,1143,956912,670451
3735240000000000.0,1091,119816,857907
3735230000000000.0,1227,414997,255989
3735230000000000.0,1090,721019,776926
3735230000000000.0,1266,306524,687111
3735990000000000.0,1138,251878,830880
3735990000000000.0,1308,626047,881452
3735990000000000.0,1258,535165,978806
3735990000000000.0,1295,233554,910874
3735990000000000.0,1251,551282,193501
3735990000000000.0,1211,364223,159676
3718330000000000.0,1193,841804,273532
3717450000000000.0,1323,714685,697135
3717090000000000.0,1297,717895,320178
3717000000000000.0,90,249521,526752
3717000000000000.0,782,688365,924690
3717000000000000.0,578,803662,357009
3716990000000000.0,1236,237717,481915
3716990000000000.0,1056,662288,651025
3716990000000000.0,402,897917,400709
3716990000000000.0,1748,951587,286240
3716990000000000.0,278,676775,374486
3716980000000000.0,90,402950,410914
3716980000000000.0,991,178623,465321
3716760000000000.0,108,962061,283675
3716760000000000.0,291,837334,730235
3716760000000000.0,1399,912831,752465
3716760000000000.0,313,316454,209575
3716750000000000.0,270,997336,307606
3716750000000000.0,647,605815,392822
3716750000000000.0,1284,176218,687518
3716750000000000.0,44,870044,436199
3716750000000000.0,134,549589,786840
3716750000000000.0,243,578446,562052
3716740000000000.0,4510,434402,139986
3716740000000000.0,479,779520,447739
3716740000000000.0,1690,725646,572327
3716740000000000.0,535,427073,697794
3716740000000000.0,415,134911,973559
3716740000000000.0,659,525037,830399
3716740000000000.0,1188,999885,708746
3716740000000000.0,70,112175,416915
3716740000000000.0,65,599876,745588
3716730000000000.0,1874,711213,868734
3716730000000000.0,443,166358,510543
3716730000000000.0,816,147057,368294
3716730000000000.0,1442,890857,354726
3716720000000000.0,112,378176,626486
3716720000000000.0,916,808754,267292
3716720000000000.0,734,244931,543676
3716710000000000.0,323,262491,481009
3715380000000000.0,276,501921,360910
3715380000000000.0,459,123236,187955
3715380000000000.0,753,840874,727433
3715380000000000.0,86,770718,330785
3715380000000000.0,385,194914,989302
3715380000000000.0,796,307990,478387
3715380000000000.0,574,638884,756639
3715380000000000.0,1287,294269,997928
3715380000000000.0,1941,492417,238155
3715380000000000.0,1679,220674,881817
3715370000000000.0,1580,864757,356713
3715370000000000.0,1082,541501,643351
3715370000000000.0,261,167642,190093
3715370000000000.0,3575,607606,317215
3715370000000000.0,818,807280,783889
3714610000000000.0,823,135954,127856
3714610000000000.0,1656,626861,659655
3714610000000000.0,1530,595553,862092
3714610000000000.0,221,986040,422918
