PostID,HID
3767100000000000.0,5031
3766990000000000.0,7364
3766990000000000.0,4937
3766800000000000.0,9461
3766780000000000.0,8445
3766780000000000.0,9654
3766780000000000.0,7381
3766770000000000.0,5309
3766750000000000.0,7429
3766750000000000.0,8803
3766740000000000.0,3115
3766030000000000.0,8071
3766030000000000.0,6581
3764830000000000.0,6735
3764600000000000.0,3354
3764600000000000.0,1080
3764600000000000.0,3388
3764490000000000.0,5667
3764490000000000.0,8657
3764490000000000.0,1511
3764490000000000.0,8906
3762820000000000.0,8116
3762820000000000.0,2928
3762820000000000.0,7646
3762810000000000.0,7338
3762810000000000.0,1623
3762810000000000.0,5635
3762620000000000.0,9403
3762620000000000.0,7787
3762620000000000.0,6790
3762620000000000.0,9584
3762450000000000.0,6697
3762430000000000.0,5237
3762410000000000.0,4971
3762400000000000.0,7391
3762290000000000.0,1623
3762260000000000.0,8820
3762080000000000.0,7794
3762050000000000.0,2570
3762050000000000.0,5593
3762050000000000.0,6707
3762050000000000.0,3724
3761980000000000.0,3534
3775850000000000.0,2071
3777840000000000.0,1169
3777800000000000.0,9304
3777760000000000.0,6983
3777720000000000.0,2078
3777690000000000.0,7683
3777600000000000.0,5817
3777560000000000.0,2071
3777520000000000.0,5844
3777480000000000.0,5668
3777450000000000.0,3650
3777410000000000.0,1023
3777370000000000.0,9071
3777330000000000.0,9544
3777290000000000.0,3006
3777250000000000.0,9249
3777210000000000.0,4522
3777170000000000.0,4481
3777130000000000.0,2076
3777090000000000.0,6090
3777060000000000.0,2739
3777020000000000.0,5525
3776980000000000.0,8446
3776940000000000.0,6286
3776860000000000.0,3399
3776820000000000.0,1637
3776780000000000.0,1239
3776740000000000.0,6940
3776700000000000.0,3870
3776660000000000.0,8116
3776620000000000.0,9749
3776580000000000.0,9626
3776540000000000.0,6725
3776500000000000.0,9232
3776460000000000.0,3651
3776410000000000.0,2147
3776370000000000.0,2597
3776330000000000.0,6438
3776300000000000.0,8082
3776220000000000.0,7066
3776170000000000.0,2197
3776130000000000.0,5202
3776090000000000.0,1700
3776000000000000.0,6228
3775970000000000.0,7377
3775930000000000.0,7248
3775890000000000.0,2559
3775810000000000.0,3388
3775770000000000.0,3960
3775720000000000.0,1033
3775680000000000.0,4245
3775640000000000.0,2123
3775600000000000.0,7626
3775570000000000.0,8340
3775530000000000.0,7249
3775480000000000.0,8040
3775440000000000.0,9738
3775400000000000.0,1718
3775350000000000.0,3574
3775310000000000.0,3006
3775270000000000.0,7321
3775230000000000.0,3483
3775200000000000.0,3874
3775160000000000.0,8415
3775120000000000.0,9186
3775030000000000.0,6852
3774990000000000.0,7791
3774960000000000.0,2483
3774880000000000.0,5817
3774850000000000.0,4126
3774810000000000.0,2149
3774770000000000.0,7247
3774730000000000.0,9749
3774690000000000.0,7348
3774650000000000.0,3802
3774610000000000.0,7824
3774580000000000.0,7468
3774540000000000.0,2156
3774500000000000.0,4100
3774470000000000.0,6792
3774430000000000.0,7176
3774390000000000.0,6557
3774350000000000.0,9412
3774310000000000.0,5707
3771600000000000.0,3164
3776830000000000.0,7206
3776820000000000.0,8137
3775400000000000.0,9485
3773570000000000.0,5217
3773560000000000.0,1647
3772870000000000.0,9232
3771630000000000.0,2718
3771440000000000.0,9999
3777610000000000.0,6930
3777600000000000.0,1050
3777600000000000.0,7489
3777100000000000.0,5623
3777100000000000.0,7673
3777090000000000.0,8695
3776720000000000.0,3816
3776720000000000.0,8071
3776710000000000.0,2631
3776120000000000.0,6209
3776120000000000.0,5301
3776110000000000.0,5392
3775780000000000.0,9041
3775770000000000.0,6593
3775760000000000.0,6323
3775320000000000.0,4892
3775310000000000.0,8872
3775310000000000.0,9320
3775090000000000.0,1620
3775080000000000.0,9285
3775080000000000.0,7779
3774630000000000.0,3847
3774630000000000.0,3399
3774620000000000.0,4639
3774290000000000.0,7623
3774280000000000.0,6593
3774280000000000.0,5336
3773840000000000.0,4772
3773830000000000.0,3709
3773820000000000.0,6454
3772390000000000.0,5147
3772380000000000.0,5661
3772380000000000.0,1940
3759710000000000.0,8857
3759700000000000.0,6505
3759690000000000.0,1730
3757380000000000.0,4519
3757360000000000.0,8929
3757350000000000.0,5506
3752640000000000.0,3638
3752630000000000.0,6225
3752620000000000.0,3057
3740930000000000.0,3183
3740920000000000.0,9205
3740910000000000.0,8261
3740150000000000.0,8855
3740140000000000.0,4405
3740130000000000.0,3149
3739750000000000.0,2844
3739740000000000.0,9556
3739740000000000.0,1050
3739500000000000.0,8664
3739500000000000.0,1763
3739490000000000.0,7048
3739230000000000.0,9620
3739220000000000.0,1511
3739210000000000.0,6288
3738720000000000.0,1647
3738720000000000.0,8194
3738710000000000.0,1353
3738330000000000.0,4950
3738320000000000.0,7429
3738310000000000.0,7051
3737660000000000.0,2188
3737650000000000.0,4445
3737650000000000.0,9320
3737350000000000.0,8167
3737340000000000.0,8957
3737340000000000.0,3516
3776370000000000.0,7749
3777830000000000.0,7470
3777160000000000.0,9373
3777160000000000.0,4060
3776740000000000.0,3706
3776390000000000.0,8133
3776370000000000.0,9786
3776370000000000.0,5420
3776000000000000.0,2421
3774930000000000.0,1319
3774920000000000.0,1764
3774570000000000.0,6454
3773820000000000.0,1212
3773540000000000.0,2322
3772830000000000.0,7990
3772820000000000.0,9786
3772760000000000.0,8071
3767030000000000.0,2295
3766950000000000.0,3225
3766940000000000.0,2226
3766610000000000.0,7491
3766590000000000.0,6581
3766290000000000.0,4464
3766220000000000.0,3650
3765870000000000.0,8228
3765860000000000.0,9626
3765850000000000.0,6461
3765850000000000.0,6697
3765850000000000.0,7486
3765850000000000.0,2090
3765850000000000.0,8386
3765120000000000.0,2512
3764570000000000.0,6021
3764500000000000.0,4639
3764420000000000.0,2672
3764420000000000.0,1245
3764410000000000.0,9915
3764180000000000.0,3858
3764130000000000.0,6286
3764130000000000.0,2330
3763690000000000.0,5750
3763680000000000.0,8076
3763330000000000.0,2156
3763320000000000.0,5516
3755700000000000.0,4305
3755520000000000.0,3495
3755340000000000.0,3142
3755120000000000.0,4834
3755030000000000.0,6409
3754260000000000.0,2527
3751760000000000.0,9487
3739850000000000.0,9620
3739450000000000.0,2393
3739450000000000.0,6487
3739220000000000.0,7391
3739120000000000.0,5237
3739080000000000.0,2770
3739070000000000.0,5593
3739050000000000.0,8703
3739040000000000.0,6654
3739040000000000.0,1747
3739040000000000.0,1718
3738870000000000.0,1334
3738780000000000.0,2699
3738770000000000.0,2559
3738380000000000.0,1333
3737670000000000.0,8722
3736590000000000.0,9457
3736590000000000.0,4393
3736580000000000.0,3825
3736580000000000.0,7003
3736310000000000.0,4098
3736310000000000.0,2197
3736310000000000.0,3164
3736230000000000.0,6440
3736220000000000.0,6197
3736220000000000.0,1023
3735860000000000.0,4680
3735530000000000.0,8317
3735490000000000.0,2452
3735440000000000.0,5007
3735430000000000.0,7378
3735430000000000.0,7651
3735430000000000.0,7364
3735240000000000.0,1828
3735240000000000.0,1149
3735240000000000.0,8491
3735230000000000.0,2840
3735230000000000.0,4153
3735230000000000.0,4346
3735990000000000.0,3354
3735990000000000.0,7328
3735990000000000.0,4145
3735990000000000.0,1623
3735990000000000.0,8406
3735990000000000.0,5147
3718330000000000.0,6021
3717450000000000.0,9249
3717090000000000.0,9186
3717000000000000.0,4497
3717000000000000.0,7787
3717000000000000.0,7650
3716990000000000.0,8260
3716990000000000.0,2919
3716990000000000.0,6438
3716990000000000.0,4003
3716990000000000.0,4774
3716980000000000.0,9232
3716980000000000.0,2509
3716760000000000.0,4937
3716760000000000.0,3860
3716760000000000.0,1540
3716760000000000.0,9407
3716750000000000.0,2502
3716750000000000.0,7909
3716750000000000.0,7651
3716750000000000.0,4126
3716750000000000.0,2393
3716750000000000.0,4482
3716740000000000.0,9851
3716740000000000.0,2721
3716740000000000.0,7749
3716740000000000.0,9782
3716740000000000.0,2010
3716740000000000.0,3036
3716740000000000.0,8470
3716740000000000.0,2844
3716740000000000.0,3728
3716730000000000.0,9783
3716730000000000.0,2543
3716730000000000.0,9573
3716730000000000.0,2078
3716720000000000.0,2145
3716720000000000.0,1538
3716720000000000.0,7437
3716710000000000.0,7066
3715380000000000.0,9967
3715380000000000.0,9159
3715380000000000.0,8929
3715380000000000.0,6288
3715380000000000.0,1623
3715380000000000.0,9782
3715380000000000.0,6317
3715380000000000.0,5379
3715380000000000.0,9290
3715380000000000.0,2558
3715370000000000.0,6389
3715370000000000.0,6337
3715370000000000.0,2617
3715370000000000.0,9159
3715370000000000.0,4932
3714610000000000.0,3870
3714610000000000.0,6521
3714610000000000.0,1550
3714610000000000.0,1318
3714610000000000.0,6213
3714610000000000.0,4094
3714610000000000.0,9904
3714610000000000.0,2322
3714610000000000.0,5336
3714610000000000.0,1586
3714610000000000.0,9725
3714610000000000.0,6321
3714610000000000.0,2429
3714600000000000.0,9286
3714390000000000.0,2516
3714390000000000.0,9475
3708260000000000.0,3709
3708260000000000.0,9189
3708260000000000.0,4706
3777130000000000.0,1563
3777840000000000.0,8348
3777800000000000.0,4316
3777760000000000.0,7700
3777730000000000.0,5593
3777690000000000.0,9630
3777640000000000.0,5574
3777600000000000.0,7933
3777560000000000.0,8601
3777520000000000.0,4834
3777480000000000.0,8498
3777440000000000.0,3399
3777410000000000.0,4053
3777370000000000.0,2623
3777330000000000.0,5336
3777290000000000.0,8064
3777250000000000.0,7299
3777210000000000.0,1093
3777170000000000.0,2142
3777090000000000.0,5974
3777050000000000.0,8373
3777010000000000.0,2745
3776970000000000.0,8635
3776930000000000.0,5393
3776890000000000.0,8731
3776850000000000.0,4126
3776800000000000.0,3777
3776760000000000.0,2631
3776720000000000.0,4127
3776680000000000.0,8614
3776650000000000.0,4774
3776610000000000.0,6638
3776570000000000.0,5587
3776520000000000.0,2578
3776480000000000.0,1518
3776440000000000.0,1107
3776400000000000.0,8779
3776360000000000.0,5392
3776320000000000.0,2010
3776280000000000.0,1866
3776240000000000.0,6467
3776150000000000.0,1447
3776110000000000.0,1315
3776070000000000.0,5087
3776030000000000.0,4139
3775980000000000.0,7759
3775950000000000.0,3870
3775910000000000.0,7080
3775870000000000.0,1908
3775830000000000.0,2922
3775780000000000.0,8601
3775740000000000.0,6654
3775700000000000.0,1511
3775660000000000.0,5661
3775580000000000.0,6593
3775540000000000.0,6310
3775500000000000.0,5630
3775470000000000.0,2835
3775430000000000.0,8803
3775380000000000.0,4050
3775340000000000.0,6097
3775310000000000.0,4094
3775270000000000.0,8940
3775200000000000.0,7311
3775170000000000.0,2126
3775130000000000.0,9186
3775090000000000.0,7408
3775050000000000.0,2570
3775020000000000.0,3498
3774980000000000.0,8260
3774950000000000.0,8539
3774910000000000.0,3982
3774880000000000.0,6286
3774850000000000.0,3362
3774810000000000.0,1620
3774780000000000.0,9564
3774740000000000.0,6593
3774710000000000.0,9487
3774670000000000.0,6228
3774630000000000.0,3726
3774560000000000.0,2922
3774530000000000.0,8803
3774500000000000.0,2614
3774460000000000.0,4087
3774400000000000.0,3683
3771740000000000.0,8875
3777820000000000.0,3718
3777700000000000.0,8864
3777700000000000.0,2880
3777670000000000.0,2183
3777670000000000.0,1149
3777580000000000.0,7409
3777530000000000.0,8071
3777510000000000.0,4166
3777500000000000.0,2414
3777330000000000.0,8492
3777320000000000.0,1647
3777160000000000.0,3036
3777160000000000.0,2149
3777150000000000.0,4847
3776960000000000.0,7626
3776960000000000.0,8779
3776940000000000.0,4772
3776900000000000.0,7646
3776590000000000.0,7683
3776590000000000.0,8875
3776590000000000.0,1131
3776590000000000.0,1050
3776520000000000.0,2123
3775870000000000.0,8236
3775860000000000.0,6739
3775740000000000.0,6487
3775160000000000.0,9537
3774990000000000.0,4497
3774650000000000.0,2417
3774590000000000.0,8457
3774590000000000.0,2002
3774590000000000.0,2597
3774590000000000.0,4263
3774580000000000.0,7646
3774580000000000.0,9283
3774580000000000.0,2780
3774400000000000.0,2126
3774250000000000.0,1149
3774060000000000.0,2699
3774060000000000.0,2745
3774060000000000.0,3874
3773970000000000.0,5671
3773530000000000.0,5325
3773530000000000.0,8451
3773240000000000.0,1994
3772630000000000.0,2840
3771740000000000.0,2730
3771540000000000.0,6009
3771530000000000.0,3057
3770440000000000.0,6509
3769920000000000.0,8878
3769290000000000.0,3574
3768460000000000.0,1095
3767560000000000.0,7634
3766460000000000.0,6286
3766450000000000.0,6830
3765940000000000.0,3588
3761750000000000.0,1994
3761030000000000.0,7329
3758110000000000.0,6444
3757620000000000.0,9430
3757060000000000.0,4295
3755950000000000.0,6735
3755500000000000.0,5593
3755220000000000.0,4518
3754860000000000.0,6400
3754660000000000.0,4245
3752970000000000.0,3534
3751850000000000.0,5194
3751610000000000.0,2614
3751600000000000.0,2147
3745950000000000.0,6924
3739020000000000.0,5071
3737770000000000.0,3982
3737470000000000.0,4937
3735440000000000.0,5923
3735400000000000.0,1222
3734400000000000.0,8137
3729710000000000.0,9412
3729440000000000.0,8195
3728690000000000.0,8946
3728310000000000.0,2740
3728280000000000.0,2044
3727320000000000.0,8230
3727280000000000.0,1879
3727180000000000.0,5012
3726870000000000.0,2721
3725900000000000.0,8006
3725510000000000.0,4608
3775410000000000.0,6192
3775350000000000.0,6948
3775350000000000.0,4774
3775350000000000.0,3006
3774950000000000.0,8832
3774340000000000.0,2623
3774340000000000.0,4145
3774340000000000.0,3588
3774320000000000.0,6286
3774030000000000.0,4448
3773870000000000.0,3554
3773870000000000.0,1623
3773360000000000.0,4127
3767740000000000.0,4131
3766250000000000.0,2315
3765340000000000.0,2718
3763560000000000.0,7338
3777630000000000.0,5630
3776050000000000.0,5194
3776040000000000.0,2513
3776040000000000.0,2472
3776040000000000.0,3128
3776040000000000.0,1682
3776040000000000.0,5184
3776040000000000.0,8133
3776030000000000.0,6337
3776030000000000.0,3358
3776030000000000.0,5087
3776030000000000.0,5651
3776030000000000.0,3260
3775760000000000.0,1095
3775760000000000.0,6851
3775760000000000.0,2747
3775760000000000.0,4153
3775750000000000.0,1758
3775300000000000.0,8940
3774210000000000.0,7321
3774200000000000.0,6228
3772440000000000.0,6711
3772140000000000.0,9864
3769700000000000.0,5708
3769630000000000.0,1221
3769270000000000.0,1540
3769270000000000.0,1730
3768970000000000.0,9738
3767880000000000.0,2210
3767440000000000.0,2126
3767430000000000.0,7395
3767430000000000.0,3088
3767430000000000.0,3516
3767090000000000.0,9556
3766430000000000.0,3436
3765500000000000.0,1708
3765500000000000.0,3249
3765480000000000.0,1940
3765300000000000.0,1682
3765300000000000.0,9290
3764400000000000.0,3691
3764400000000000.0,5516
3763840000000000.0,2055
3763360000000000.0,7824
3763330000000000.0,3266
3762950000000000.0,2195
3762780000000000.0,4060
3762780000000000.0,6405
3762680000000000.0,5202
3761540000000000.0,6706
3761540000000000.0,8367
3761220000000000.0,4038
3761160000000000.0,2018
3760440000000000.0,5074
3760400000000000.0,5269
3760400000000000.0,2183
3760060000000000.0,4608
3759910000000000.0,3316
3759820000000000.0,2287
3759740000000000.0,8317
3759700000000000.0,8664
3759200000000000.0,5707
3759190000000000.0,5974
3759070000000000.0,3057
3759070000000000.0,2880
3759070000000000.0,2793
3758940000000000.0,1856
3758690000000000.0,3691
3758590000000000.0,7250
3758590000000000.0,3611
3758590000000000.0,4937
3758430000000000.0,6050
3758360000000000.0,4080
3757970000000000.0,8664
3757970000000000.0,3183
3757970000000000.0,5594
3757970000000000.0,5099
3757970000000000.0,2022
3756960000000000.0,5309
3756830000000000.0,6050
3756820000000000.0,5418
3756820000000000.0,9626
3756310000000000.0,8695
3756300000000000.0,7768
3756300000000000.0,2372
3755580000000000.0,1586
3755210000000000.0,1429
3754490000000000.0,6972
3754390000000000.0,9932
3754390000000000.0,2153
3771410000000000.0,6706
3595210000000000.0,9537
3777100000000000.0,5525
3772150000000000.0,3498
3769710000000000.0,2512
3769190000000000.0,6288
3768250000000000.0,5331
3767630000000000.0,7206
3762740000000000.0,6792
3761700000000000.0,6924
3761650000000000.0,5960
3761400000000000.0,7080
3760850000000000.0,6590
3759770000000000.0,2527
3758830000000000.0,7329
3758480000000000.0,6739
3758120000000000.0,4245
3758120000000000.0,3465
3757380000000000.0,1828
3757240000000000.0,9249
3757240000000000.0,5480
3756150000000000.0,3926
3756150000000000.0,7395
3756150000000000.0,6739
3756150000000000.0,2740
3756140000000000.0,2188
3755770000000000.0,9975
3755770000000000.0,6972
3755770000000000.0,3521
3754670000000000.0,6972
3754660000000000.0,1017
3754110000000000.0,4782
3752880000000000.0,5303
3752880000000000.0,5216
3752880000000000.0,5975
3752870000000000.0,2569
3752870000000000.0,3726
3752590000000000.0,4053
3752590000000000.0,8515
3752330000000000.0,5336
3752250000000000.0,7321
3752240000000000.0,5902
3752240000000000.0,4660
3751780000000000.0,9412
3751780000000000.0,7127
3751440000000000.0,9041
3751440000000000.0,9749
3751440000000000.0,8803
3750490000000000.0,2084
3750490000000000.0,2315
3750490000000000.0,7348
3750490000000000.0,4772
3749290000000000.0,2472
3749280000000000.0,3036
3749280000000000.0,6898
3749250000000000.0,4892
3749250000000000.0,2928
3749250000000000.0,5331
3748910000000000.0,1594
3748320000000000.0,2747
3748320000000000.0,1487
3748180000000000.0,8692
3748180000000000.0,6509
3747480000000000.0,9966
3747160000000000.0,8034
3747160000000000.0,5099
3747080000000000.0,1647
3746740000000000.0,9454
3746520000000000.0,2052
3746510000000000.0,5012
3746500000000000.0,5446
3745980000000000.0,5217
