AccountId,followers_count,following_count,is_spam,number_of_posts
3226436875,357,23,False,5
3723217064,522,758,True,5
3186254041,100,802,False,5
5315517080,223,906,False,5
1950818413,659,442,False,5
1975363595,769,325,True,5
5264875621,516,16,False,5
3774970254,336,759,False,5
2517509105,497,988,False,5
2790084132,160,475,False,5
2790053280,664,908,False,5
2631661925,675,380,True,5
5257048960,929,957,True,5
5149855169,427,613,False,5
5127538979,835,577,True,5
3908748637,168,842,True,5
5345079467,556,285,True,5
5334668868,12,607,False,5
3603094911,898,253,True,5
1750466083,754,35,True,5
1777786643,849,90,False,5
3316034621,605,922,False,5
3219619421,602,418,True,5
2046190075,617,903,False,5
5075953149,826,501,False,5
5053954777,493,75,True,5
5101287837,376,420,True,5
3978469319,277,761,False,5
5132059002,394,869,True,5
5146828298,920,192,True,5
5302117779,689,99,False,5
3280100431,548,978,True,5
5299327130,999,96,False,5
3922511772,663,190,False,5
3275030681,37,780,True,5
5190611846,695,525,True,5
5147619109,217,867,True,5
2645072352,798,273,True,5
5136836464,62,596,False,5
5152699065,729,342,True,5
3319478222,699,19,True,5
1890200222,612,396,True,5
3108143927,233,915,False,5
2651071101,265,455,False,5
5054749164,718,735,False,5
5106168654,564,851,False,5
3739179363,367,144,True,5
3437099334,69,99,False,5
5317669839,25,948,True,5
3603249545,469,484,True,5
5330763800,151,144,True,5
5186999706,39,109,True,5
5292716860,42,186,True,5
5307259329,398,223,False,5
5123847163,133,163,True,5
5065615507,733,235,True,5
5238900529,658,751,False,5
5338368600,9,74,False,5
5290503815,492,913,True,5
2720647850,230,519,False,5
3321811360,653,168,False,5
2098795973,393,946,True,5
2984856391,634,194,True,5
5064801880,29,165,False,5
5306182800,339,648,False,5
3934263067,365,833,False,5
5310706298,500,657,True,5
5099338003,327,217,True,5
3828796472,132,804,False,5
5258281704,252,415,True,5
5020200943,445,876,False,5
5151248535,167,91,False,5
3978479738,858,531,True,5
2266137082,126,451,True,5
5239526330,653,754,False,5
5057805115,638,58,False,5
5223236835,476,456,True,5
3973581488,895,361,True,5
5048727222,1,387,True,5
5066865326,348,190,True,5
5074740895,191,508,True,5
1104640992,409,824,True,5
5088332629,934,117,False,5
1941038494,58,556,True,5
5238722149,672,173,True,5
3290726041,815,149,False,5
3292458260,886,213,True,5
5064307937,764,229,False,5
5032868098,227,659,False,5
3934321525,441,402,True,5
5066694387,233,305,False,5
5112274706,143,415,True,5
5134767875,373,566,False,5
5102543261,259,656,True,5
5089582251,953,971,False,5
5080539512,330,736,False,5
5049115091,968,358,False,5
5038618000,408,668,True,5
5081072110,8,122,False,5
5251729276,676,90,False,5
2069966057,698,316,False,5
2929621241,540,732,True,5
2667576821,41,740,False,5
2380502145,923,502,True,5
1979931371,145,201,True,5
5305955747,724,461,False,5
5268815824,752,925,True,5
1265517841,558,547,True,5
1738214520,390,594,True,5
2012929900,256,709,True,5
2482406985,921,450,False,5
3789271887,824,798,False,5
3876542077,251,877,True,5
2998947601,119,801,False,5
3188902837,65,146,False,5
3992882501,239,177,True,5
2621190240,853,282,True,5
2075905865,217,854,True,5
5302138658,795,689,True,5
3253728242,929,610,True,5
2281599855,99,511,True,5
1011629770,405,823,False,5
3951236182,476,977,True,5
2266245372,863,645,False,5
2941411993,771,437,True,5
2729441443,997,565,True,5
2710109693,714,458,True,5
1639476821,145,85,False,5
1986903045,457,878,True,5
1221925752,51,685,True,5
2917960211,772,446,True,5
3799495810,881,488,False,5
2469905697,34,348,True,5
5229501538,72,551,False,5
2730791770,250,674,False,5
3046316057,118,771,True,5
5102130160,306,268,True,5
5111852518,54,236,True,5
2295506635,990,734,True,5
2481143455,825,401,False,5
2161932537,767,303,True,5
3235513024,207,229,True,5
2371838402,910,578,True,5
2706760202,435,103,False,5
5228185306,704,764,False,5
5302118163,806,306,False,5
1878515871,850,798,True,5
3267394492,859,435,True,5
3677616882,994,308,True,5
3937546713,166,481,False,5
5046220280,335,542,True,5
3153376265,106,563,True,5
3105758085,133,797,False,5
3172577937,138,184,True,5
1750408820,330,785,False,5
5318903555,852,984,True,5
1449363625,546,774,True,5
2153435384,450,205,False,5
1957760072,747,43,False,5
1684639064,971,883,True,5
1599665362,761,663,True,5
2154810811,848,95,True,5
5083633266,374,912,False,5
5299026696,900,360,False,5
2677809297,696,281,True,5
5112709062,864,195,True,5
2741628130,93,672,False,5
2219491713,61,634,True,5
1697605663,403,789,True,5
2709676907,466,604,False,5
1846105160,829,534,True,5
1681050275,838,513,True,5
5285092126,233,524,False,5
2998922163,46,546,True,5
3757774584,78,730,True,5
2103993443,923,73,False,5
1870953472,249,47,True,5
5221114001,214,239,False,5
2907920697,350,107,True,5
5346222655,48,573,True,5
3213946047,26,804,True,5
3131993703,8,625,True,5
5364318105,253,692,True,5
2235748844,303,639,False,5
1866639075,726,526,False,5
1712385355,28,983,False,5
1808789501,216,386,True,5
3900399772,666,526,True,5
5369922206,312,883,True,5
2218923291,3,623,True,5
3891209076,750,363,True,5
5302203680,508,274,False,5
1939778034,806,739,True,5
3145822953,15,192,True,5
3891432066,631,485,False,5
1657034960,714,39,True,5
3606984847,273,231,False,5
2374740352,474,126,False,5
2550456391,537,145,True,5
3215234072,212,25,False,5
2817015500,394,67,True,5
1290915770,109,146,True,5
2218542030,228,111,False,5
5258220608,34,623,False,5
2946181714,936,369,False,5
3147632250,595,554,True,5
1285778877,613,518,False,5
2813772911,282,320,False,5
1800513210,443,952,True,5
3861845321,877,966,True,5
3560405073,377,289,True,5
3043376794,662,277,False,5
3370446102,582,503,False,5
2015858103,516,350,True,5
3844161028,446,830,False,5
5218759010,607,664,True,5
3616377883,137,759,True,5
1983362482,243,543,False,5
3124266532,229,548,False,5
5255097193,223,6,False,5
2639607657,468,732,True,5
2193376024,4,847,False,5
3740641933,118,881,False,5
1963052443,504,998,True,5
3192933545,574,441,False,5
2294632527,847,715,False,5
2798908955,26,435,True,5
3733392594,300,645,False,5
3803433289,410,118,False,5
2215934362,787,724,True,5
1785913402,532,113,False,5
2295522332,559,1,False,5
2012331067,654,320,False,5
5361383969,805,894,True,5
2856250794,511,868,True,5
2178198137,259,673,False,5
2213861435,690,10,True,5
5328998766,919,650,False,5
3127405957,898,13,False,5
1767699505,642,596,True,5
5204300228,319,613,True,5
2042108514,785,777,True,5
2012619745,911,920,False,5
3124737747,419,606,True,5
2012281035,817,581,False,5
3978465750,956,236,False,5
3975883432,334,885,False,5
1723451344,459,137,False,5
2539608544,588,995,True,5
3217010261,513,296,False,5
2089609361,918,572,False,5
3203915170,349,840,True,5
3219960563,873,229,False,5
2998902763,828,798,True,5
5302977757,725,165,True,5
2447503081,851,379,False,5
1310259502,410,574,False,5
2623128753,601,749,False,5
3308551931,89,402,False,5
2998841853,840,295,False,5
3307396821,526,800,True,5
1575615434,637,422,True,5
2078828767,23,575,True,5
5213839274,993,665,True,5
5184346966,225,503,False,5
2534497714,974,821,False,5
2679970933,104,947,True,5
2762017011,947,198,False,5
2998846757,579,391,True,5
3837216514,968,554,False,5
3514306820,500,15,True,5
2573797972,669,289,False,5
1891714435,478,231,True,5
3764782564,420,157,False,5
2722643172,441,97,True,5
2368287792,997,411,True,5
3810700149,289,254,False,5
3861446358,598,834,False,5
3948040445,517,635,False,5
5235535571,865,118,False,5
5176555633,909,159,True,5
5110351307,228,877,False,5
5045822038,948,696,True,5
5361293462,157,648,True,5
5290894798,157,47,False,5
5335435347,844,685,False,5
2998943851,411,95,True,5
3760031845,755,932,False,5
3973305573,794,811,True,5
5055434631,69,660,True,5
2497925832,254,842,False,5
2576045921,550,134,False,5
5248455364,23,815,False,5
3967790471,302,363,False,5
3225961045,218,141,False,5
3806911785,958,210,True,5
3847072919,993,623,False,5
2939603243,828,683,False,5
2109991941,356,324,True,5
3169102787,888,805,False,5
5361657974,127,106,True,5
1876574192,604,799,False,5
5314323846,905,51,True,5
5147963834,462,296,True,5
2304632057,726,779,True,5
2126861003,769,814,True,5
1739640383,405,346,False,5
2717734493,420,182,True,5
1204918852,825,1,True,5
2771866275,950,567,True,5
5337767008,936,911,True,5
3989215297,431,969,True,5
2062456777,137,202,False,5
3911031782,313,117,False,5
3662623437,937,803,True,5
5236337747,244,537,False,5
5082466970,75,806,False,5
3239888252,903,210,True,5
2077849037,418,347,True,5
5100466605,640,939,True,5
5061593176,876,763,True,5
3645339444,182,664,True,5
5283614302,967,180,False,5
5273098893,501,856,True,5
5273100312,177,285,True,5
5347933685,662,666,False,5
2410300773,882,469,True,5
3021160875,967,849,False,5
5128574445,361,689,False,5
3912403394,630,342,False,5
3641432644,63,701,False,5
3643947902,561,327,True,5
3643592871,736,141,False,5
2721815287,215,435,True,5
5255601983,952,723,False,5
5253963556,32,670,True,5
3210323214,305,429,True,5
2611550367,286,144,False,5
5240373460,19,18,True,5
5295223316,590,371,True,5
5185355042,194,502,False,5
2195766482,113,114,False,5
5016888350,678,947,True,5
3834853281,644,897,False,5
5175290994,925,55,True,5
3660251170,643,800,False,5
5103789313,458,979,False,5
2378766964,162,380,True,5
5306457996,87,55,False,5
2998920057,800,178,True,5
3084540047,349,8,True,5
3675855937,313,759,True,5
5215064551,984,983,True,5
3929279639,767,328,False,5
5067470296,761,239,True,5
5062672798,579,51,True,5
2400354953,604,264,False,5
3911297174,803,96,False,5
3903597499,78,288,False,5
3290085731,814,491,False,5
5144426696,452,500,True,5
5311219252,182,469,False,5
2294063924,735,823,False,5
2468958293,978,7,False,5
2913035433,775,673,True,5
3815186272,85,147,False,5
3187556084,381,915,False,5
5297893711,285,700,False,5
3221887703,514,897,True,5
5301474279,709,916,True,5
2653254605,746,386,True,5
5265094380,471,119,False,5
2295104102,532,261,True,5
3100935010,934,256,False,5
5285367360,905,226,True,5
2998875817,940,867,False,5
2844142401,506,854,False,5
5196329095,280,593,False,5
5108472881,158,632,True,5
2008845525,727,128,False,5
3927372202,721,882,True,5
1614051350,209,526,True,5
3974634208,552,962,True,5
5318332659,281,359,True,5
5102992976,758,278,True,5
5072240133,494,4,False,5
5331854737,442,29,True,5
5334557458,610,727,True,5
2998951677,75,838,False,5
2998897427,128,853,False,5
5056486282,356,41,False,5
5212392836,34,17,True,5
5223387922,153,998,False,5
5176620542,588,599,True,5
1450482362,874,342,True,5
5042572664,27,825,True,5
5160362082,646,731,False,5
5149187974,610,268,True,5
3746508623,821,455,False,5
2924344113,685,401,False,5
3708722431,981,476,False,5
3490897177,634,558,False,5
3302556727,130,822,True,5
2484878394,705,819,True,5
5081095625,292,371,False,5
3972135191,29,149,True,5
5063002987,296,11,False,5
5116254120,676,113,True,5
3493404391,807,744,True,5
3493345107,310,98,True,5
3517938837,623,664,False,5
3493385951,406,69,False,5
5093525764,289,762,False,5
3478616170,751,148,True,5
3478643051,739,244,True,5
3478643590,849,958,True,5
3478626082,365,482,True,5
3539162605,154,450,True,5
3539101803,73,713,False,5
3493398541,17,641,True,5
3478886010,61,939,False,5
3493320622,42,25,True,5
3478615885,803,131,False,5
3493096282,229,108,False,5
3478877367,435,478,False,5
3493328294,866,524,True,5
3478878657,613,44,True,5
3518321294,817,957,True,5
3518332547,330,569,True,5
3478878342,497,815,False,5
3478879712,318,592,False,5
3539193937,339,776,True,5
3493038015,661,81,True,5
3493320632,485,374,False,5
3478876097,710,200,True,5
3478615482,466,89,False,5
3478876142,655,571,False,5
3493329943,489,877,False,5
3493325180,47,288,False,5
3478624004,16,711,True,5
3478643571,919,794,True,5
3493113313,86,250,True,5
3478899780,782,335,True,5
3822855211,519,137,True,5
3172667122,688,840,False,5
2493602124,827,727,True,5
5237968631,594,223,False,5
5251880095,372,935,True,5
3972367666,402,443,False,5
2998955243,615,273,False,5
3615723347,159,152,True,5
1826071090,620,188,True,5
5252370765,98,131,True,5
1806953021,171,936,False,5
2914709907,183,983,False,5
2737883653,39,527,False,5
3189041887,497,516,True,5
3800372094,982,921,True,5
3301755960,722,161,False,5
2096734305,493,426,False,5
2440254380,894,450,True,5
2846981352,739,170,False,5
5244879040,414,251,True,5
2766385612,781,141,False,5
1949568822,416,608,True,5
2998974535,891,39,False,5
2959587467,29,958,True,5
2702594111,477,318,True,5
3311347477,748,697,False,5
1617109505,440,748,True,5
2795445695,377,266,False,5
1873079164,921,359,False,5
5045029213,389,577,False,5
5134951976,689,3,True,5
2768087014,142,376,False,5
2654151143,324,146,False,5
2439837577,293,665,False,5
5238306165,705,949,False,5
3994253051,975,585,True,5
3313588884,817,889,False,5
3280684612,964,140,True,5
2790892803,805,61,True,5
2667213040,939,380,False,5
3169543140,807,440,True,5
5242092756,302,344,True,5
2706363714,62,845,False,5
1370956077,153,711,False,5
5287146815,772,571,False,5
5204100744,660,861,True,5
2698956827,310,885,True,5
1485725633,493,366,False,5
2793019871,107,226,True,5
2398504987,218,937,True,5
5342106061,506,259,False,5
2871225173,774,517,True,5
3978635531,54,47,True,5
2998908077,689,521,True,5
5299029515,20,890,True,5
3886362865,573,891,False,5
2456056084,419,690,False,5
5173655076,62,145,False,5
1802862545,3,160,True,5
1780588191,998,781,False,5
2758714891,893,89,True,5
2710652724,580,910,True,5
2572099331,610,267,True,5
2634275522,952,323,True,5
2691324867,988,541,True,5
3278182635,195,921,False,5
3105758083,332,170,True,5
1552199430,463,40,True,5
3312604362,261,395,True,6
1567379024,226,984,False,6
2984129353,975,38,False,6
2542026253,251,901,False,6
2108756294,602,914,False,6
1011689227,37,316,False,6
2312201473,973,796,True,6
5082980039,973,593,False,6
2417436531,40,301,False,6
5067860706,318,349,True,6
3024253613,698,323,False,6
3313443674,40,866,False,6
5077444262,859,973,True,6
1929151447,289,262,False,6
5287987460,147,336,False,6
5287983075,92,353,True,6
5363833563,571,816,True,6
5127544766,781,363,True,6
5369368625,345,693,False,6
3249924764,356,191,True,6
2879543343,422,700,True,6
5258525397,133,747,True,6
5257078419,826,761,True,6
5135341709,31,535,False,6
5064754459,394,672,True,6
2615336457,437,670,True,6
5127544481,927,82,False,6
5052979820,258,718,True,6
3846059440,989,524,True,6
5076515454,962,224,True,6
5266176853,46,667,True,6
5079011470,233,17,False,6
5244125032,223,866,False,6
5243765936,448,856,True,6
3013468371,675,326,True,6
2901015102,414,455,False,6
5289624297,233,224,False,6
5079705651,831,412,False,6
5139823315,335,222,True,6
5033875961,989,278,False,6
3405611782,916,864,False,6
5080340807,242,324,True,6
2317067275,192,17,False,6
5358851549,918,401,False,6
3988901863,886,705,False,6
5243893456,474,120,True,6
3535228843,210,306,False,6
2174584764,704,687,True,6
5096502117,716,676,True,6
3612826373,227,948,True,6
3003970963,460,7,True,6
5041480253,907,33,False,6
5235316311,879,79,False,6
3069874100,947,459,False,6
3607562193,983,538,False,6
2721883613,430,738,True,6
5311661317,516,977,True,6
5293028613,397,489,True,6
3025413212,271,887,True,6
3761581943,157,75,False,6
3944623027,800,130,True,6
3033785821,974,84,False,6
5324825877,459,539,True,6
5032697634,849,382,False,6
5033134873,440,604,True,6
3934166411,21,303,False,6
1601105567,869,955,False,6
2869891174,774,659,True,6
2730471583,453,387,True,6
5261531003,257,570,False,6
3936417277,934,527,False,6
3300933607,957,163,False,6
2948093512,793,792,False,6
3787661162,786,271,False,6
5231924348,208,539,False,6
3254154300,60,430,True,6
3180340097,657,605,True,6
5084750473,520,591,True,6
3884331718,686,562,False,6
3935038395,199,387,True,6
5230414037,960,940,True,6
2485735214,536,828,False,6
2790547082,899,916,False,6
3860147591,527,153,False,6
2837176560,206,455,True,6
5045306259,894,236,False,6
5225773813,740,521,False,6
5135468760,944,956,True,6
2922394363,726,501,True,6
5227214826,386,344,False,6
5146788798,395,64,True,6
1425862963,721,72,True,6
2722735487,274,990,False,6
5189857883,338,366,True,6
2881332693,607,166,False,6
3793192601,11,301,True,6
5194203625,801,102,True,6
3171399652,392,779,False,6
3976826718,691,88,True,6
5292713794,401,588,True,6
3973479001,46,672,True,6
2140550963,592,310,False,6
2994123470,92,660,True,6
1874827815,714,936,False,6
2054273727,242,865,False,6
2597051291,225,801,True,6
5358725948,973,926,True,6
5242863512,589,116,False,6
2161528984,918,103,False,6
3668553851,166,871,False,6
3279079355,686,122,False,6
3849575251,143,994,False,6
5362722190,887,428,True,6
2843096377,872,971,True,6
2361808562,963,635,False,6
2074020243,9,774,True,6
3925003184,359,223,False,6
5140169176,553,370,False,6
5246220064,264,840,False,6
3112018205,860,318,False,6
5083958570,318,111,True,6
5139840129,383,7,True,6
3978466089,84,208,False,6
3700511763,390,314,False,6
1726876157,410,895,True,6
5073230238,127,809,False,6
3556124805,874,14,True,6
5310722729,978,12,True,6
5045400272,524,909,True,6
5362712114,301,243,False,6
3818373112,147,567,False,6
2723154055,356,685,False,6
3872606056,733,631,True,6
5246098376,695,288,True,6
5201891661,812,594,False,6
5254810715,914,723,False,6
5289226310,549,352,False,6
5156454002,873,59,True,6
5078120131,924,714,True,6
5292762498,35,445,True,6
3996516581,950,959,True,6
3983473849,353,903,False,6
3941642623,817,862,True,6
3155416924,159,954,True,6
3980126893,24,404,True,6
2583144774,516,732,False,6
3820263701,382,532,False,6
3603283657,152,562,True,6
3976005838,947,608,True,6
3978462984,420,250,True,6
3723329143,866,512,False,6
5033824608,578,335,False,6
2998852847,932,774,True,6
3820273745,938,755,True,6
1738321112,186,246,True,6
3180077361,268,643,True,6
2927150010,530,552,True,6
5108143927,911,737,True,6
3978382677,794,520,False,6
5061799683,752,478,True,6
2079041390,298,940,False,6
2863032894,334,2,True,6
2618686243,293,837,False,6
5074778870,553,318,False,6
5097146589,828,381,True,6
5039674284,14,504,True,6
5075573033,985,84,False,6
3853840717,743,838,True,6
3847935217,891,857,True,6
3861425461,28,66,True,6
3866925631,229,261,True,6
3995748671,449,424,False,6
3888623052,952,676,True,6
2647460051,919,303,True,6
3995747114,395,10,True,6
5107845278,630,270,False,6
3965820226,970,605,False,6
3881467374,844,862,True,6
3918845606,257,133,False,6
3995733016,776,683,False,6
3855334434,513,313,False,6
3847259863,886,980,False,6
5045743411,121,107,True,6
5077500330,687,997,False,6
3941885149,165,305,True,6
5066276843,632,556,False,6
3846820860,156,367,True,6
3608521313,902,620,True,6
5088700754,957,916,False,6
5077107329,334,642,True,6
3304193115,511,293,False,6
5307214028,282,797,True,6
5144380442,119,35,False,6
2197665565,485,757,True,6
5288290615,837,161,True,6
3722523255,691,206,False,6
3608336233,490,276,True,6
3044598652,242,216,True,6
3044565242,811,126,False,6
3044791330,217,306,True,6
3045163962,185,39,True,6
5341228928,184,495,True,6
5302220386,178,919,False,6
5292466959,294,852,True,6
5292746668,384,638,True,6
2473412271,308,336,False,6
5274902595,746,892,True,6
2479369900,8,341,True,6
5288497721,776,669,False,6
5288836401,358,517,True,6
5281742581,86,175,False,6
3867870329,193,311,True,6
1751712655,218,427,False,6
3493285775,414,114,False,6
5223609523,145,538,False,6
5237390244,303,744,True,6
5108607446,588,987,False,6
1817693733,345,814,False,6
3977059170,801,1,True,6
5165923106,287,976,False,6
5202763463,53,304,True,6
3229030683,361,602,False,6
5209968142,220,962,False,6
3195530480,704,966,True,6
5150312357,585,161,True,6
2060008495,89,688,True,6
3746738457,585,757,True,6
3043662204,159,489,True,6
3043663584,324,610,True,6
3043468940,102,494,False,6
3043490910,614,19,False,6
3043852960,482,594,True,6
3044970034,279,851,True,6
3045319812,331,641,False,6
3044595030,822,455,True,6
2527160223,725,655,True,6
2569172860,76,711,True,6
5320051474,917,915,False,6
5327739421,605,473,True,6
5354781524,305,736,True,6
2122732095,291,940,False,6
5303727311,986,267,True,6
5075219594,968,622,False,6
2509095154,842,962,False,6
5207789394,777,3,True,6
3126170092,794,328,False,6
5287820027,450,454,False,6
3229505820,629,221,False,6
5340484339,665,12,True,6
5260673737,994,304,True,6
2294804041,975,300,False,6
2122595730,783,43,False,6
3192745613,343,326,False,6
3722574373,498,364,True,6
2275847890,427,21,True,6
5281815219,619,336,True,6
5314542461,117,124,True,6
5235966197,793,804,True,6
3646160783,51,783,False,6
5088449321,789,141,False,6
1911659183,787,802,False,6
1945284452,893,964,False,6
2458286802,373,564,False,6
2583269981,539,669,True,6
1152499224,156,291,False,6
2020090403,144,106,False,6
5343006406,670,658,False,6
5236238174,945,589,False,6
5309765748,90,345,False,6
5348227640,459,263,True,6
5106959867,108,586,True,6
5088732036,909,159,True,6
3926743794,959,312,True,6
1771508993,938,445,False,6
5110983235,952,36,False,6
3960601990,452,886,True,6
1007875984,822,385,False,6
3963126786,376,685,False,6
2495008421,559,891,True,6
5179866830,887,918,False,6
3481982982,277,726,False,6
5090980720,905,26,True,6
2543678285,783,10,False,6
5288532986,378,633,True,6
3789743023,682,584,False,6
3208947422,720,49,False,6
2674139915,859,293,False,6
2314202973,50,664,True,6
5292329412,612,60,True,6
3099267623,202,857,False,6
5264811939,915,676,False,6
2934249351,993,439,False,6
5253113736,581,687,True,6
3306745241,483,108,False,6
2448944252,673,631,True,6
2197717347,977,662,False,6
5231307155,805,655,True,6
3700796081,988,455,False,6
2951410445,523,650,True,6
5045683149,590,77,True,6
3550202200,441,254,True,6
5080204178,770,320,True,6
5149537749,263,597,False,6
2065206263,835,554,False,6
5140516469,637,167,True,6
3686661825,753,459,True,6
1572687184,280,700,False,6
1766692673,531,580,False,6
3801867318,102,554,False,6
5085355618,167,621,False,6
3795459770,36,744,True,6
5057641185,353,676,True,6
3043953290,73,648,True,6
3043648704,891,70,True,6
3044501602,999,708,True,6
3044967064,561,828,False,6
3044167892,956,517,False,6
3045006490,539,160,True,6
3044259182,776,230,False,6
5190796695,562,67,False,6
3973475358,812,381,False,6
5202799577,259,342,False,6
5099420177,130,727,False,6
5130669346,770,614,True,6
5345592300,803,354,True,6
5065129800,798,116,False,6
5145819330,662,812,False,6
5238482159,548,453,True,6
3973491542,477,287,True,6
3118106287,311,208,False,6
5134478195,446,670,True,6
5134772114,55,912,False,6
2658809653,657,400,False,6
5234830024,648,980,True,6
2525829282,656,542,True,6
5178338634,279,348,True,6
5189930946,104,630,True,6
