AccountProfileID,BlockID,BlockCount
1824065033,332762,20
2834955711,304794,6
2282163703,981087,19
5277748742,246201,48
2127515365,493092,44
5087768562,192453,45
3286366723,176521,35
2309590430,381705,28
3827793287,968744,2
2605398593,431096,25
2245778025,731213,13
2953032833,394867,50
5347846378,724144,49
1286604713,839473,8
5059050866,978433,26
2243984297,357833,38
1882137091,178476,6
1787898635,265756,43
2257968694,921884,11
2814278674,623248,28
3307023510,415959,11
2272940172,328532,49
2420129102,520198,50
2053033461,771452,37
2181615212,370507,49
3641820591,959182,19
3063953641,455782,0
3200980491,350032,46
2176445423,638021,3
1947948017,335732,39
3296725455,681619,47
2774323733,684170,39
5140488308,757216,47
3929506267,302426,22
5310317216,193195,23
3985575968,325640,10
5023142761,703269,3
2998952417,445958,11
5189026691,750586,45
2998871423,742673,3
5099024877,542389,2
2997974385,766398,22
5218801845,246651,4
3105875397,847482,15
1655906943,848469,40
1986321441,368754,26
3296777401,225009,37
2998894213,942532,0
3927196910,560657,34
3241824631,882939,33
5104943735,960784,35
5211967217,883545,26
3036123853,626883,50
2998935733,239917,25
5109737036,376515,48
2998930047,984678,25
5044714021,606888,1
3975929912,794486,9
5102580417,859857,10
3899932667,145419,37
3938015439,582393,18
2627305117,608483,1
2691075915,270269,25
5090712668,700634,23
1597644610,723573,10
2854152644,891092,22
1778681953,805775,0
3738015072,891930,10
3245587764,373069,13
3484298455,142537,50
1919049773,715531,44
2494325122,539820,7
2701396790,960168,48
1596337650,901983,36
1821079410,243838,20
2745880775,858198,8
5117799762,332057,0
1884580820,359108,4
2613735402,806515,35
2288421764,442950,14
5087580060,310181,0
2563659751,982329,4
2493595142,772288,50
3793923083,197599,15
3268926531,594403,44
5013084547,958338,1
2302865841,304849,44
5076067696,332189,18
3176097885,959122,35
2200101900,524726,31
3444675792,217105,37
1770269973,466940,32
5036694036,286919,41
3936154720,464366,31
1760747257,866257,16
2303489833,918807,34
2361491005,702347,35
2428833987,329091,6
5087335872,718191,8
3229242683,563052,16
5089335677,169397,28
2175459941,539725,43
2519760815,628668,9
5044742057,304850,7
3936139045,716509,33
3934390383,620456,1
3490882341,968810,35
1787137411,880473,42
2289941432,498067,45
2619374017,898189,43
5015012151,223412,19
2617984592,545952,16
5032935234,199234,39
5097578696,363227,41
3115060645,894429,41
5216123959,597505,42
2998865253,924543,27
5041553700,927372,23
2812412774,346238,41
5302568707,531175,18
3316024900,633917,47
5302977891,573360,14
2851617982,102023,15
5127163455,630171,22
1952397801,215883,31
5105962859,211282,46
2417172775,938941,44
3246797070,145270,45
1656885994,923809,13
3253246055,351676,17
5086881215,309143,8
3983656949,278450,15
1063193062,716300,17
5109219826,545759,12
1796612421,120400,34
3494546103,730556,4
3268621625,945168,45
1564658453,943393,3
3476440564,510987,47
1911830701,113126,49
1842952534,992416,5
3284688545,550379,49
2010995281,106403,11
2788660365,425661,24
3499763330,142347,10
2428229070,966334,36
2948837157,517213,44
5089704290,712216,44
2659655497,865307,10
2281925130,107171,21
3226436875,206328,3
3723217064,327694,5
3186254041,137895,34
5315517080,950421,37
1950818413,681576,46
1975363595,860481,29
5264875621,565165,16
3774970254,809235,17
2517509105,859253,10
2790084132,631998,41
2790053280,326547,47
2631661925,423125,10
5257048960,724414,8
5149855169,679337,20
5127538979,185131,23
3908748637,492774,30
5345079467,725418,45
5334668868,573022,44
3603094911,467418,0
1750466083,660209,34
1777786643,616728,15
3316034621,231918,44
3219619421,656919,37
2046190075,831142,9
5075953149,781385,33
5053954777,101688,5
5101287837,489801,16
3978469319,733490,39
5132059002,886180,44
5146828298,215714,16
5302117779,731612,29
3280100431,350668,13
5299327130,278072,10
3922511772,267090,3
3275030681,839134,38
5190611846,921341,13
5147619109,186222,15
2645072352,102106,48
5136836464,263426,7
5152699065,312414,36
3319478222,812713,18
1890200222,362339,13
3108143927,342889,44
2651071101,748756,21
5054749164,738327,48
5106168654,991109,21
3739179363,975413,44
3437099334,783804,35
5317669839,130676,30
3603249545,932942,6
5330763800,703047,46
5186999706,599038,9
5292716860,918904,26
5307259329,313071,29
5123847163,882208,20
5065615507,206043,10
5238900529,870797,8
5338368600,534660,16
5290503815,650695,37
2720647850,829002,33
3321811360,464362,48
2098795973,110773,43
2984856391,985973,14
5064801880,965973,46
5306182800,844547,25
3934263067,278745,37
5310706298,304408,24
5099338003,389547,35
3828796472,109347,39
5258281704,907196,19
5020200943,969466,7
5151248535,991288,17
3978479738,321588,12
2266137082,487532,10
5239526330,413424,35
5057805115,568764,28
5223236835,177411,38
3973581488,192141,25
5048727222,857288,28
5066865326,405344,47
5074740895,394899,20
1104640992,617300,37
5088332629,533753,47
1941038494,204417,22
5238722149,813261,7
3290726041,974651,16
3292458260,183571,44
5064307937,717805,26
5032868098,346636,28
3934321525,449192,17
5066694387,258311,10
5112274706,768390,34
5134767875,918901,38
5102543261,496915,3
5089582251,802344,26
5080539512,662879,39
5049115091,576134,50
5038618000,273042,6
5081072110,618056,11
5251729276,544582,7
2069966057,912442,47
2929621241,279414,32
2667576821,528226,47
2380502145,245284,41
1979931371,218381,2
5305955747,770348,49
5268815824,861689,32
1265517841,262641,43
1738214520,222328,8
2012929900,985037,49
2482406985,654523,33
3789271887,510893,49
3876542077,132874,28
2998947601,481010,8
3188902837,434764,46
3992882501,843873,11
2621190240,408448,28
2075905865,545031,13
5302138658,553059,30
3253728242,339643,22
2281599855,977008,11
1011629770,266813,25
3951236182,531554,25
2266245372,846270,48
2941411993,792623,24
2729441443,939566,35
2710109693,267355,0
1639476821,194595,22
1986903045,251434,18
1221925752,266711,31
2917960211,785346,32
3799495810,298585,35
2469905697,447566,11
5229501538,454569,10
2730791770,791592,8
3046316057,865712,43
5102130160,152017,30
5111852518,607556,19
2295506635,855845,31
2481143455,106059,31
2161932537,553606,35
3235513024,149433,40
2371838402,150555,43
2706760202,369304,5
5228185306,531846,35
5302118163,276171,50
1878515871,492493,27
3267394492,549361,1
3677616882,596587,20
3937546713,737012,28
5046220280,854133,0
3153376265,742541,29
3105758085,440795,5
3172577937,784246,29
1750408820,756916,44
5318903555,385804,26
1449363625,767655,24
2153435384,481874,43
1957760072,918605,23
1684639064,255538,17
1599665362,764417,44
2154810811,270886,32
5083633266,508476,25
5299026696,385089,36
2677809297,289061,42
5112709062,465595,15
2741628130,951149,11
2219491713,478894,11
1697605663,896180,27
2709676907,609870,43
1846105160,267626,37
1681050275,778853,12
5285092126,957476,28
2998922163,409228,31
3757774584,666258,28
2103993443,756144,38
1870953472,127073,41
5221114001,869221,24
2907920697,156059,1
5346222655,194184,3
3213946047,800558,4
3131993703,237268,44
5364318105,289311,10
2235748844,353168,30
1866639075,642047,44
1712385355,210200,50
1808789501,124876,10
3900399772,294470,26
5369922206,233335,26
2218923291,874299,11
3891209076,589266,8
5302203680,663869,23
1939778034,173743,26
3145822953,627699,20
3891432066,259486,15
1657034960,912674,32
3606984847,142263,14
2374740352,920879,26
2550456391,215560,27
3215234072,846102,25
2817015500,933473,45
1290915770,126133,30
2218542030,921402,12
5258220608,620065,10
2946181714,171166,40
3147632250,666122,25
1285778877,812521,49
2813772911,742901,25
1800513210,290240,30
3861845321,961608,0
3560405073,209934,10
3043376794,776024,43
3370446102,232124,36
2015858103,659864,4
3844161028,104547,10
5218759010,629083,42
3616377883,287711,37
1983362482,994006,14
3124266532,737292,22
5255097193,715861,17
2639607657,752931,8
2193376024,557185,19
3740641933,499339,28
1963052443,423328,7
3192933545,570417,45
2294632527,654375,34
2798908955,515674,46
3733392594,526957,40
3803433289,934213,21
2215934362,393507,23
1785913402,386818,27
2295522332,636112,41
2012331067,416452,5
5361383969,483147,46
2856250794,477408,10
2178198137,251262,0
2213861435,822610,30
5328998766,709483,42
3127405957,274094,33
1767699505,803050,9
5204300228,311051,16
2042108514,878904,6
2012619745,479622,19
3124737747,728511,50
2012281035,827483,20
3978465750,759515,1
3975883432,227598,43
1723451344,897291,6
2539608544,562945,30
3217010261,407063,24
2089609361,987040,23
3203915170,439154,35
3219960563,336817,23
2998902763,877973,43
5302977757,350194,17
2447503081,787306,8
1310259502,713497,50
2623128753,803644,13
3308551931,717635,4
2998841853,411524,34
3307396821,348820,48
1575615434,698248,13
2078828767,156042,41
5213839274,389060,39
5184346966,432284,47
2534497714,453806,15
2679970933,113123,38
2762017011,260918,32
2998846757,827295,23
3837216514,736679,45
3514306820,547976,16
2573797972,797677,24
1891714435,372352,45
3764782564,412756,8
2722643172,227954,2
2368287792,325360,23
3810700149,941801,46
3861446358,318557,11
3948040445,484415,20
5235535571,697476,13
5176555633,847602,27
5110351307,764907,50
5045822038,807261,14
5361293462,360358,14
5290894798,642494,37
5335435347,257777,16
2998943851,862392,15
3760031845,182858,22
3973305573,910706,36
5055434631,898248,46
2497925832,544877,16
2576045921,834273,8
5248455364,614646,37
3967790471,404427,26
3225961045,948424,2
3806911785,261815,11
3847072919,743901,14
2939603243,822924,22
2109991941,210779,35
3169102787,884309,32
5361657974,637008,21
1876574192,525350,11
5314323846,620638,30
5147963834,856108,50
2304632057,789354,41
2126861003,846901,12
1739640383,151519,10
2717734493,910789,47
1204918852,737360,26
2771866275,794585,39
5337767008,542007,14
3989215297,301566,32
2062456777,755714,43
3911031782,632737,34
3662623437,152304,49
5236337747,414522,21
5082466970,914509,17
3239888252,719707,14
2077849037,871382,49
5100466605,617763,18
5061593176,278950,25
3645339444,120841,26
5283614302,935794,18
5273098893,815544,43
5273100312,858611,23
5347933685,602443,31
2410300773,155691,2
3021160875,866404,16
5128574445,827082,28
3912403394,206910,22
3641432644,301091,30
3643947902,287307,7
3643592871,653662,13
2721815287,371877,42
5255601983,491813,41
5253963556,451437,48
3210323214,538319,22
2611550367,556417,36
5240373460,961935,37
5295223316,804664,45
5185355042,473801,24
2195766482,322412,16
5016888350,320881,15
3834853281,598667,18
5175290994,349075,5
3660251170,306886,27
5103789313,251833,24
2378766964,899875,28
5306457996,948373,25
2998920057,932413,46
3084540047,436994,49
3675855937,955115,15
5215064551,504017,5
3929279639,710563,19
5067470296,166029,20
5062672798,574033,31
2400354953,217702,35
3911297174,555322,22
3903597499,380733,12
3290085731,794297,50
5144426696,784939,19
5311219252,835554,3
2294063924,275133,17
2468958293,406634,27
2913035433,829874,44
3815186272,427009,48
3187556084,439951,16
5297893711,100060,34
3221887703,665342,32
5301474279,730705,10
2653254605,837141,45
5265094380,510781,48
2295104102,305669,23
3100935010,253760,12
5285367360,169983,19
2998875817,983557,10
2844142401,253940,38
5196329095,100667,4
5108472881,833249,21
2008845525,299732,48
3927372202,244629,3
1614051350,115886,44
3974634208,531428,40
5318332659,516392,48
5102992976,375437,16
5072240133,859423,47
5331854737,737353,24
5334557458,378967,36
2998951677,573010,41
2998897427,504586,16
5056486282,579703,6
5212392836,779402,15
5223387922,567801,42
5176620542,335665,40
1450482362,682861,13
5042572664,953386,44
5160362082,335153,21
5149187974,517512,24
3746508623,222246,32
2924344113,355438,32
3708722431,725334,50
3490897177,520461,4
3302556727,336377,20
2484878394,358627,45
5081095625,286486,0
3972135191,568684,31
5063002987,845092,28
5116254120,986967,6
3493404391,597711,41
3493345107,778621,36
3517938837,950096,17
3493385951,533743,7
5093525764,779182,37
3478616170,114618,29
3478643051,678035,39
3478643590,471945,4
3478626082,908622,49
3539162605,276268,43
3539101803,885361,22
3493398541,496913,10
3478886010,453881,0
3493320622,394360,1
3478615885,352636,18
3493096282,506511,11
3478877367,998168,39
3493328294,831033,39
3478878657,180132,10
3518321294,379523,35
3518332547,531607,31
3478878342,339370,50
3478879712,301622,26
3539193937,126909,44
3493038015,563979,21
3493320632,645647,50
3478876097,206781,44
3478615482,977660,5
3478876142,264469,11
3493329943,433152,16
3493325180,217837,37
3478624004,652866,39
3478643571,552830,11
3493113313,816060,18
3478899780,683060,5
3822855211,545611,38
3172667122,751366,49
2493602124,138509,35
5237968631,982601,37
5251880095,447329,9
3972367666,118393,30
2998955243,791582,46
3615723347,815076,33
1826071090,999714,26
5252370765,635222,39
1806953021,568666,30
2914709907,753438,28
2737883653,793675,9
3189041887,678461,18
3800372094,424543,25
3301755960,153940,1
2096734305,314363,38
2440254380,753872,8
2846981352,957642,17
5244879040,871000,46
2766385612,625328,25
1949568822,262277,35
2998974535,361096,49
2959587467,724848,16
2702594111,752195,21
3311347477,429136,32
1617109505,851678,39
2795445695,236446,26
1873079164,454208,12
5045029213,740092,8
5134951976,437318,34
2768087014,590618,43
2654151143,862231,45
2439837577,867788,1
5238306165,131665,26
3994253051,587021,18
3313588884,255491,18
3280684612,368957,21
2790892803,774837,49
2667213040,597707,25
3169543140,521111,35
5242092756,374397,47
2706363714,431975,49
1370956077,744297,46
5287146815,440630,21
5204100744,999465,42
2698956827,666414,15
1485725633,816376,10
2793019871,592307,25
2398504987,893245,32
5342106061,848510,23
2871225173,798036,3
3978635531,621129,10
2998908077,584769,33
5299029515,250589,39
3886362865,252894,26
2456056084,356668,16
5173655076,625033,35
1802862545,525017,31
1780588191,780023,35
2758714891,658613,14
2710652724,932663,4
2572099331,105585,9
2634275522,593353,21
2691324867,759700,35
3278182635,409624,0
3105758083,180716,33
1552199430,668093,23
3312604362,437916,15
1567379024,515691,29
2984129353,735147,7
2542026253,720530,12
2108756294,592240,16
1011689227,206649,33
2312201473,681219,43
5082980039,782906,11
2417436531,766443,26
5067860706,466449,6
3024253613,478937,30
3313443674,509048,12
5077444262,777854,32
1929151447,798441,49
5287987460,187323,20
5287983075,153957,25
5363833563,945544,28
5127544766,874829,22
5369368625,200688,19
3249924764,951659,45
2879543343,255238,15
5258525397,288886,7
5257078419,971644,15
5135341709,438441,42
5064754459,986587,32
2615336457,858722,29
5127544481,639715,44
5052979820,108184,26
3846059440,165217,12
5076515454,233544,8
5266176853,363197,49
5079011470,297490,20
5244125032,286239,42
5243765936,419662,49
3013468371,827794,29
2901015102,115041,31
5289624297,669983,41
5079705651,571051,12
5139823315,814682,25
5033875961,643853,10
3405611782,415267,2
5080340807,569291,4
2317067275,336331,17
5358851549,117415,19
3988901863,185674,42
5243893456,269434,31
3535228843,534988,46
2174584764,250628,28
5096502117,475610,13
3612826373,729076,16
3003970963,908554,33
5041480253,558951,35
5235316311,641870,39
3069874100,656284,0
3607562193,439402,1
2721883613,755168,26
5311661317,188261,36
5293028613,933577,45
3025413212,911910,27
3761581943,686314,33
3944623027,681665,6
3033785821,279656,9
5324825877,638888,21
5032697634,576412,21
5033134873,967104,23
3934166411,501401,19
1601105567,285887,23
2869891174,927969,20
2364770064,896619,45
2730471583,646841,50
5261531003,834179,23
3936417277,995308,17
3300933607,430066,30
2948093512,515088,27
3787661162,926311,11
5231924348,825397,2
3254154300,582951,41
3180340097,519553,45
5084750473,248116,37
3884331718,471843,15
3935038395,921877,32
5230414037,280698,27
2485735214,269842,5
2790547082,802037,5
3860147591,976721,26
2837176560,743841,12
5045306259,118114,21
5225773813,721397,36
5135468760,413127,19
2922394363,661037,15
5227214826,668562,7
5146788798,567751,13
1425862963,238696,18
2722735487,457298,19
5189857883,723964,15
2881332693,181525,40
3793192601,599235,27
5194203625,575340,38
3171399652,362674,40
3976826718,540073,42
5292713794,997877,7
3973479001,238541,5
2140550963,154379,29
2994123470,512762,28
1874827815,236621,7
2054273727,401192,43
2597051291,329274,10
5358725948,632607,39
5242863512,169139,39
2161528984,673087,22
3668553851,917055,11
3279079355,284199,1
3849575251,979391,39
5362722190,223771,33
2843096377,181268,23
2361808562,150447,7
2074020243,666844,49
3925003184,742559,33
5140169176,308684,46
5246220064,651011,40
3112018205,521813,47
5083958570,319615,46
5139840129,373772,14
3978466089,936730,48
3700511763,505710,26
1726876157,999108,21
5073230238,965004,12
3556124805,234505,6
5310722729,124317,18
5045400272,243964,15
5362712114,479646,22
3818373112,374221,5
2723154055,551566,45
3872606056,593153,11
5246098376,143041,35
5201891661,741294,32
5254810715,309098,19
5289226310,187774,32
5156454002,462568,16
5078120131,993866,42
5292762498,754794,35
3996516581,884439,46
3983473849,900550,22
3941642623,282580,31
3155416924,453360,21
3980126893,347245,34
2583144774,486914,16
3820263701,835164,47
3603283657,104505,40
3976005838,185777,10
3978462984,760624,12
3723329143,178518,7
5033824608,311484,0
2998852847,777395,36
3820273745,622930,46
1738321112,209036,27
3180077361,378603,49
2927150010,181571,12
5108143927,919830,27
3978382677,307101,37
5061799683,725724,1
2079041390,113118,33
2863032894,915204,48
2618686243,693034,7
5074778870,772806,27
5097146589,125648,11
5039674284,203106,24
5075573033,623457,43
3853840717,525940,8
3847935217,506364,12
3861425461,516800,33
3866925631,525154,35
3995748671,654605,4
3888623052,236747,2
2647460051,247820,50
3995747114,745835,49
5107845278,235881,27
3965820226,819608,35
3881467374,148651,7
3918845606,234581,18
3995733016,657736,29
3855334434,565158,21
3847259863,604586,50
5045743411,810825,22
5077500330,901118,25
3941885149,250854,27
5066276843,320999,43
3846820860,421397,13
3608521313,786393,29
5088700754,199805,48
5077107329,414532,10
3304193115,696862,45
5307214028,934818,2
5144380442,236466,3
2197665565,972354,5
5288290615,505109,30
3722523255,381625,36
3608336233,114112,28
3044598652,430439,30
3044565242,982147,24
3044791330,950939,12
3045163962,515074,10
5341228928,187082,12
5302220386,754786,27
5292466959,912478,32
5292746668,536474,17
2473412271,798608,18
5274902595,827550,8
2479369900,411536,25
5288497721,768748,23
5288836401,288909,48
5281742581,719375,26
3867870329,245347,36
1751712655,341112,0
3493285775,387178,39
5223609523,539588,20
5237390244,893334,30
5108607446,134598,50
1817693733,512004,48
3977059170,361306,44
5165923106,183385,29
5202763463,111583,33
3229030683,643062,21
5209968142,958831,18
3195530480,513203,50
5150312357,810514,30
2060008495,876702,10
3746738457,232535,33
3043662204,459547,11
3043663584,596796,41
3043468940,634207,29
3043490910,624604,28
3043852960,548443,45
3044970034,340291,18
3045319812,205632,5
3044595030,120021,15
2527160223,406170,5
2569172860,770682,18
5320051474,334808,3
5327739421,147426,20
5354781524,767396,8
2122732095,222510,27
5303727311,910693,40
5075219594,433886,15
2509095154,196735,28
5207789394,546665,44
3126170092,882016,41
5287820027,895209,12
3229505820,448061,43
5340484339,514635,36
5260673737,244193,39
2294804041,464711,16
2122595730,581851,22
3192745613,845886,3
3722574373,804402,30
2275847890,186578,37
5281815219,989041,18
5314542461,600901,33
5235966197,747718,32
3646160783,441230,50
5088449321,244810,31
1911659183,419431,15
1945284452,101656,45
2458286802,713241,34
2583269981,127714,39
1152499224,392923,11
2020090403,392772,12
5343006406,457313,6
5236238174,442607,6
5309765748,799739,42
5348227640,694374,5
5106959867,951706,23
5088732036,610771,47
3926743794,120864,34
1771508993,565225,4
5110983235,185268,3
3960601990,379945,10
1007875984,315315,16
3963126786,979890,6
2495008421,479212,30
5179866830,965555,5
3481982982,616086,50
5090980720,189403,47
2543678285,534734,5
5288532986,432663,9
3789743023,437157,45
3208947422,641052,21
2674139915,378873,44
2314202973,814214,0
5292329412,656984,14
3099267623,894818,5
5264811939,425072,47
2934249351,318543,37
5253113736,583889,2
3306745241,399397,34
2448944252,353201,7
2197717347,740735,49
5231307155,188797,14
3700796081,223786,40
2951410445,471168,44
5045683149,990859,1
3550202200,119515,27
5080204178,738062,34
5149537749,122497,6
2065206263,699316,36
5140516469,636561,49
3686661825,250926,30
1572687184,786892,18
1766692673,556398,44
3801867318,707818,36
5085355618,288083,29
3795459770,320571,48
5057641185,434216,48
3043953290,705395,21
3043648704,744865,33
3044501602,103621,41
3044967064,495692,48
3044167892,240942,43
3045006490,903277,11
3044259182,608263,8
5190796695,203575,49
3973475358,725795,32
5202799577,773671,18
5099420177,968700,28
5130669346,864057,34
5345592300,969232,29
5065129800,442234,19
5145819330,715813,7
5238482159,346593,48
3973491542,469368,24
3118106287,568233,29
5134478195,328383,3
5134772114,209990,29
2658809653,890266,2
5234830024,871714,20
2525829282,758602,27
5178338634,965171,39
5189930946,649496,34
5193189577,198447,34
5266175883,710991,32
5173966174,880817,31
5120587121,146311,35
5202588470,566974,31
5127755526,513243,23
5145552673,186676,30
5153325105,827882,33
5242787882,131842,40
5279564565,223173,22
3298037460,804033,20
2864034684,213365,44
5304963939,194857,1
5298931909,314068,6
5185013487,558678,18
3246337062,984655,30
3954348924,626365,28
3253896681,498006,21
5292864050,119936,41
5110432154,393967,3
5118137450,801452,1
5187747532,406241,3
3985209856,661297,25
5187450244,481346,15
5118084906,599602,7
3228105212,507570,13
3992908974,625865,19
5101851862,953551,21
5172422870,223946,16
5083472999,153402,39
5184057078,592924,36
3847997367,413480,28
5129997386,550962,0
5143426873,195771,28
5185432024,988303,17
5180554005,646764,0
3308881730,637160,44
3700511010,131413,46
3978383235,619675,30
5146088278,756645,28
2120260460,130430,19
2437356095,350562,6
5051149392,347826,5
3896666488,181086,42
3756943395,912874,15
5320254624,373839,17
5306693644,699719,37
3252859664,181408,41
3873512438,728998,1
5346606055,140985,7
3976008382,691395,16
3228653352,128028,16
2672974063,587237,7
5086017447,644958,32
5299032420,619503,50
3409745940,356410,18
5212902540,118206,43
2090955723,382947,48
1840996984,128571,46
5135032687,440646,20
5097177850,777326,44
3986223661,294273,21
5127089344,432804,28
1867046605,829612,24
5308048183,617140,7
5318337221,536792,22
5102499102,765175,8
5114094527,498872,6
1670790487,945155,50
5065594056,915560,49
3277649375,494876,50
5339760487,334129,6
5049674624,945811,46
5364930344,904149,39
5320262261,730545,25
5347908762,444831,24
5102176541,992290,38
5282098632,526058,12
1912105660,730318,19
3199542380,504553,8
2296851761,631553,37
5304762709,431596,36
5316785269,792709,32
5159253592,731062,19
3967322971,700714,34
2963870405,421228,9
3625725997,123826,41
5247478451,328761,35
2727353425,302683,15
5141267895,157689,6
3927101293,466878,11
3889584990,997883,21
3902382966,130103,21
5321367292,347280,17
2268951072,582347,16
5057758804,949416,0
5286026733,525411,5
3926177866,980913,0
5101585266,319346,7
5208641461,514611,16
5267716923,600989,49
3978481206,846762,15
5070034883,166615,13
5128100810,992203,41
1967583213,446867,49
5323473455,388533,1
1781552541,475760,43
5029479172,188511,44
5196208526,737660,50
1170360901,329416,18
5371328909,681610,22
5272054669,497040,42
3964270728,680347,44
5299014756,615732,24
3842867074,531572,0
2612775242,660150,9
5349859151,935977,12
5182334356,562618,31
2892008167,625430,31
3984748841,779403,10
5299284825,802579,13
5242760830,729911,20
3896800601,197994,30
5212864860,606839,49
5159777767,829970,10
5202010531,545894,34
5031629051,424907,10
5325037855,717924,6
5326816036,608267,6
5079012952,960462,46
3299862035,757852,21
5173355740,972798,1
5219324540,317046,40
5243662904,399091,42
3974882050,762779,44
3081003680,519181,48
5079012555,167418,17
5086748235,333406,3
3255255761,622852,34
3744535940,950777,7
3290151085,868127,10
5201596295,894152,14
3978637270,377083,2
5031181343,956957,33
3716505680,285528,31
5240161901,957274,25
2836887064,490617,5
5045489516,244871,9
5099884377,838399,11
3192943597,820491,0
5321519504,439362,27
5191789223,887272,0
5103033438,321477,31
5069263250,716269,50
5175726615,729752,0
5333909662,306266,22
5300175021,991642,39
2117909965,561532,45
5306452976,404944,21
5264261211,304378,50
5173058749,986701,5
5176105963,784351,26
5266924705,830942,11
5204614018,835086,22
5288745863,293710,34
5329891664,216088,26
2528176700,421194,9
1397372725,886850,25
2998927257,273534,41
5117939573,675216,33
5209380741,552633,1
5301877085,829657,24
3841895097,631796,9
3983680409,770596,30
5297422061,146154,9
5039439218,153682,42
3066302580,294293,47
5111763435,837965,19
3410774074,490468,28
5081273165,163967,37
2820856593,503453,21
3281114307,712339,15
1976977273,219163,45
5077135723,985558,20
3741170365,761287,16
5121257886,408919,5
3700780855,335487,35
5114091441,812874,47
5078826421,206846,25
5076780048,993879,26
3390755632,850187,21
5089991719,334409,8
5049132603,246990,14
5079632738,794921,13
5000482743,566103,16
5067052824,570758,49
5078275607,149714,0
5078118963,297492,33
3177487974,143180,34
5083725354,688580,6
2839216472,342644,6
3118500557,508893,42
2974196214,888066,36
5081254586,382578,17
2167711373,566468,22
5044711970,594875,39
3023966844,262023,40
3496300812,255140,15
3016430193,628380,45
3283553653,858183,25
3544419985,956731,7
3593920195,213045,30
2761361027,200729,3
3443132440,444261,29
3130393195,206296,50
3134478573,995012,47
3015209131,360635,3
3131954303,544797,34
3289463555,914261,36
1999685037,976544,32
3891127411,887878,35
2952312010,269097,48
3865698678,438606,34
2800794007,193471,28
3215322582,188194,28
3077092401,295701,17
3144028237,404979,4
3876485890,556768,9
5320265347,811556,12
3278195955,400559,42
2752673327,570772,20
5201837283,738712,25
3741177990,180271,14
5141124563,908566,25
2881403343,818831,27
2587379827,423663,42
2998954271,498041,43
2382301983,479554,23
2937766763,417502,16
5286082103,692331,30
3194941044,400236,28
5247769525,726847,13
5305508641,603533,16
2514506293,468186,0
1909153137,278304,6
3859717940,958877,36
3922245966,361449,16
5131786713,511376,0
5303308419,932715,34
