GroupID,AccountProfileID
388,3884836742
213,3911031782
373,1911746955
439,2892414337
151,1812919511
206,2964687392
16,2986937200
239,5083958570
389,5205326549
197,5235995407
426,1449546257
381,3112782684
362,5082235934
53,3001310851
231,5102543261
452,3985341370
147,5109219826
231,5063935083
138,5039341298
125,3430044470
268,2789839582
187,2285809312
294,3975928686
339,2279718297
232,2998852847
473,5253963556
72,2706062705
151,2399342723
196,1801473715
161,3202383912
206,5077206554
115,1482230213
197,5293711155
476,1818022242
284,3816979372
140,5243893456
487,3160556233
460,2256682904
106,3991560140
80,2344381631
417,5245168616
438,1868168465
322,2525829282
187,5134262115
321,2551845520
329,2846569732
80,5182232676
440,5326857712
212,5271286425
442,1365603035
319,3612254533
238,3280085425
388,5287605603
405,2623128753
146,3537223782
495,3044167892
296,3820959457
405,5219873161
54,3984748841
358,5284678703
463,2585937725
230,1011629770
34,3160602651
174,5328371055
38,2201576267
274,1764873434
204,2483409953
329,3223638424
386,2895804705
326,3192943597
211,2711584302
447,3759814613
12,3145190940
169,2998683064
311,5086809272
288,5328380428
411,3039613213
140,2050979163
198,3460150984
242,3988901863
175,3523951291
14,5287002832
236,3831700239
9,1905037092
415,5203841883
258,5338910268
245,2670535581
487,2204869315
159,1974846857
366,5339898831
450,5242709903
366,1953502494
96,5061622393
19,5330807513
456,5107845278
326,3895640326
387,2711225137
320,5028248838
141,5097343378
175,5063376611
437,1830622961
165,2790053280
164,3960933787
213,2181587830
316,5127539331
454,3478615482
385,3198103070
458,5269577753
322,5203841883
214,3493096282
239,1945284452
362,3284749107
122,5337501017
363,5102134925
461,3088970704
325,2044174540
93,5045306259
306,5374332851
349,3112721715
65,2998923377
265,5364346495
116,3931773382
250,3780799347
178,2113081252
144,5141267895
410,1815246414
176,5175290994
41,5261894995
474,3503482775
339,5346222655
171,5202599362
279,5345194975
107,5228608090
310,5127199925
51,1802862545
475,5374325116
77,3266766515
257,2714213200
192,3896594594
479,3983676264
76,3518881655
232,2802433213
239,2613167413
431,3044852532
54,5236616397
199,3993819652
494,3620990207
287,1864266891
437,3044301834
197,5237955144
283,2332482863
281,1759183613
169,3341591502
410,5283663844
230,2790954833
111,3891209076
309,2863032894
401,2557583214
20,5108472881
74,2182458812
483,3254365334
396,2494315940
394,2990476825
360,3129020872
448,3290085731
499,2673944747
272,2997882763
210,2036592175
277,2041494260
442,3312604362
314,3268289111
295,1195987551
344,3936122973
329,2891476121
356,5110307340
74,1370956077
350,2583144774
347,3044598652
203,2548506532
299,1644283223
38,3210282267
312,1204918852
476,2784199412
471,2431229383
208,5168335526
212,2997963631
289,3148588072
436,3155672151
159,3120252975
47,2260133941
286,3045439654
157,5352454638
146,5075480375
462,3886362865
301,3938504861
199,3738015072
74,3919796784
405,5147358488
86,2920519960
229,3410774074
350,1924725181
292,2414356551
339,2998930047
171,5346271331
267,2997986671
44,2793178790
452,2441626217
455,5321173572
416,1953623430
176,5329488533
115,3842867074
197,1915988993
257,5120259063
296,1858888160
305,5128100810
151,1880286000
251,5223281352
88,3478879712
314,5034994458
384,2430931000
496,2243211435
294,1811316213
337,3199319511
108,2946344897
303,5256714413
44,3941366793
230,1811316213
442,3499456690
94,3890256929
275,3201250454
252,5049132603
289,3108870093
447,3219591404
257,3931937793
476,2354122445
314,2852262841
399,3978483903
248,5193189577
476,3200494442
14,5040934169
225,5317867742
232,2778795415
314,5033824608
260,3941366793
5,5363698349
497,5180408508
55,3478899780
454,2053853607
385,2161932537
414,5242618311
297,2797460932
16,5191169089
254,1786798742
431,5107077705
22,3489161311
10,1799222985
81,1352583111
161,2952474065
3,1843540933
291,3896282942
489,3477265887
123,5055730132
460,5211967217
95,2118611320
132,2118611320
3,2230316757
328,2603595867
118,3259355340
66,5074183324
303,2359411987
259,5070034883
298,2317085575
494,3068207745
468,5251590013
441,1953623430
444,2432393901
126,3079095795
211,3784657402
435,2928934625
280,1992614352
41,1979757353
246,3503485090
110,2678516387
436,1813153615
37,2024346455
472,5282106427
109,2423084305
214,3458277402
123,5042407781
276,2291797237
147,3186254041
263,2771663194
102,2681849432
167,5183623201
281,5148367786
348,2966340450
57,1201570561
189,1138840165
297,1780579015
393,3973479658
325,3978380970
155,2831808797
258,2612922641
232,3086429014
34,1811316213
271,3174890564
438,3877135319
298,5059324532
434,1830630645
348,1852148285
183,2808338945
205,3118106287
359,2508070032
85,1957644211
103,3235186270
246,3820791127
399,5255706617
64,5145637979
206,2998950081
349,3286692405
360,3503480190
252,1281697970
108,2513631815
111,2812412774
68,3975927245
326,2913035433
466,5057073736
409,3218626204
424,2782760200
415,5245019473
2,3087128113
283,1746439404
98,2304366107
239,2880828491
465,2797460932
365,2784912942
287,2253897941
237,1637899642
1,2503215842
373,5346222655
255,3978456323
413,5345073504
373,3039613213
165,2632495733
274,3542796057
114,1757288847
488,2934249351
158,1635577610
272,5083472999
465,2964641414
403,1815966102
67,5176620542
258,3812657873
473,3487099953
132,5084524511
323,2998896987
373,5324840786
92,3481570674
322,3044957814
167,2832273680
402,3220751902
278,3503461191
453,5093588540
167,2851629740
470,5069688382
307,1743465875
111,3779240151
161,2479757795
50,3063953641
499,5064518959
84,5330767439
405,2421814803
191,3845407992
465,3524201374
80,5088332629
159,2257456385
346,3827793287
191,3118106287
46,5090410361
10,2020296725
397,2931985504
494,3879317733
24,3224357790
405,5299205389
425,3908748637
261,1306801745
245,2889045471
171,5060263041
184,2826831007
435,2338692017
456,3311711301
101,2503215842
321,3037649741
235,2174584764
411,2314202973
151,2017031421
49,2084784831
415,3179039127
28,2938566744
300,3634460072
374,5218759010
293,3505997181
135,3988366996
56,3720743530
443,2583269981
337,5191915862
409,2020090403
294,1911830701
13,5000872101
172,3641432644
211,3849732472
241,5305640397
425,5130850173
74,5333836377
254,5316812918
196,3478615885
431,3490097784
75,5132761318
388,5073557248
287,2530233933
275,5175816162
211,1896535074
43,2706835787
190,3513051863
252,2437628197
143,2065206263
224,3504559641
107,5040061198
196,2442826317
250,3208947422
53,3921296317
192,3305509770
296,3766672177
276,3253894765
376,3115464905
308,5361705093
32,3833949108
401,3975860524
35,3626341565
358,1854705083
469,3256366650
434,3286366723
158,2721438911
286,3044716410
67,1849249235
112,3246797070
491,3044135860
247,2974911363
82,3744505710
431,1811550484
60,2058578927
184,3959504780
144,5099476251
378,2410300773
429,3045064022
376,3969609743
499,5350777876
333,5266748571
486,5123887716
55,5290894798
297,3978379214
358,2398773401
428,3255255761
40,3936335153
426,3978462568
103,2842860174
30,2920425132
85,5107735738
368,5236123583
50,2574725225
29,3124083152
173,3460150984
446,1628253543
280,2998859293
388,3120643525
351,5287987460
247,1858888160
467,2880624347
85,3044514014
190,5174515981
37,5067470296
387,5373388734
116,1709031504
147,5205326549
127,2481059215
326,5299284825
298,2863976280
23,3221402103
63,2669021825
316,2456388355
142,5146828298
74,2356839740
219,2880596611
390,3484332345
453,2794062015
54,3919007399
402,5282098632
181,1784984195
342,5212902540
301,5083992044
199,2657981843
423,1726876157
4,3936646755
193,5096395819
384,5108910699
39,5160362082
12,3442840982
458,1817917094
51,2763129401
34,5146788798
93,5097622571
457,3236536840
359,2926103767
309,1992761695
13,5343404438
485,3850557275
356,2103377590
490,3164634945
38,1796612421
251,2331062353
162,3147632250
281,2696277425
458,1647562620
168,2077849037
353,2377522862
125,3915688931
21,3141692491
335,5342126685
86,3963382353
233,2789704672
60,1767257320
58,3045156860
466,5350094653
5,5306452989
142,5087941848
186,3761581943
187,5344174574
70,1887665502
356,1822805671
329,5121909728
185,5212665061
500,3700101242
95,1830627563
145,5352617417
420,3936154720
139,2295104102
68,3881467374
490,3504545723
263,2886007763
161,1970224270
495,3825698260
31,5290503815
103,3303433962
225,2215083677
438,2998871423
260,2178960640
200,1902782817
390,5342106061
246,1049531633
344,1007875984
341,5307214028
332,5213010307
452,3095458555
118,2797056701
167,5245453591
237,5350896211
340,2045071513
241,2542366777
16,1107056412
139,3177487974
232,5287605603
43,5231100904
433,5210914807
453,3305782023
469,5281263094
124,2875403882
233,3390755632
350,5156780719
42,2625587601
443,2736153655
369,1614051350
476,3537140167
19,5111763109
377,2673617370
482,3921844666
474,3544419985
376,3225961045
469,2998847687
456,5073985717
391,3319937091
395,2997974555
17,3321310472
221,1780588191
31,5039439218
146,3668207844
268,3957090292
271,3501880283
404,2886742181
140,3201931027
186,2505944692
69,3174143083
387,2997969101
333,3872650681
254,3978466089
322,2998982025
155,2808357311
312,5256374760
122,5341228928
272,1853562882
230,2773159787
417,1817800990
390,5038769658
319,5160714375
189,3503432721
447,2455472907
131,5196269981
462,3975834839
312,5267090416
305,2494325122
138,2012929900
11,1887665502
425,2476474040
42,5307077619
248,3820886572
433,1807683053
113,1660045211
341,1406417413
233,2844501637
382,2931929944
195,3076397651
14,3972850415
218,1290915770
327,3861446358
179,1830551767
500,5183591835
347,3637181085
424,2001673040
203,3936537856
246,2919572574
383,2972750247
262,2851007977
268,2836995110
458,3225045215
341,2932612214
108,3973479001
226,2902621901
388,1804966963
375,3975878885
190,5374207493
314,1738320940
173,2847006701
370,3225045215
172,3978462984
315,1930355813
362,1745398501
254,2531899687
394,5350615829
352,5033592356
183,2885754621
138,2828863157
105,3045010482
19,2922468311
238,5062184671
64,5060260874
317,5339549096
79,2503215842
284,2844646725
336,2695659511
365,5277748742
2,5306167186
484,2277172335
392,3510374954
398,2885716587
417,3877090856
119,2833018664
10,2851617982
399,2614506353
102,3117307821
438,5062943566
380,5090710424
9,5042330520
353,2458294393
168,3177255652
389,5161566227
29,1199785947
147,3783938307
70,2039605512
163,5055172551
88,1955717852
45,3559092794
196,5234451565
472,2705622697
455,2730471583
303,5059050866
105,5148367786
236,5131539766
395,1881284231
228,2844667297
18,3227538340
333,3816979372
428,2563319074
493,2926500837
2,3963466247
114,3164780665
27,5347132735
244,2058578927
252,2647702457
254,3215234072
186,2244713130
261,2910887094
285,1735402367
380,3082405813
114,2309590430
272,5285367360
423,3540783464
261,3206188965
229,3234226672
235,5343492084
27,2387720201
26,3218836710
276,3740039291
28,2647519561
280,3860941984
325,2248597353
30,5111631018
297,1819918164
390,5374593439
74,3777488097
473,2694783267
476,1976231410
79,1723451344
291,3723338671
457,5225599137
34,5285050433
166,5374591822
158,5308255686
158,5281204698
205,1614882741
44,3117072453
243,3746738457
101,2759531137
54,3974634208
16,2498986971
36,5028248838
272,5077515642
151,5171582624
282,5234312705
107,3044942632
268,3282385790
9,2805250182
345,2746939514
245,3279251035
220,2090634502
15,2426750231
109,5041128126
179,3806949780
161,1625542534
218,5043258053
418,5133315753
263,1724946451
193,2483210887
169,2204869315
7,5374592036
489,5292667552
480,3289703262
332,2042683875
251,2537490921
297,3789743023
7,2893625077
220,3206539730
28,2349981255
30,2863375615
475,2937330947
318,3208712093
468,3099169023
276,1977996933
309,5086880779
61,3286055251
312,5076522963
22,2803686560
24,5281222573
71,2480112557
143,5236337747
331,2523408042
490,5243886581
139,3791826367
375,3209546843
446,3504072123
61,2245785773
255,2885659125
339,3045010482
224,3978471593
85,5116254120
240,5332407950
224,5083439690
389,3184472954
216,5088670592
390,3280684612
359,3795459770
139,3978480289
409,2817667497
185,3043945814
40,3928008958
264,3794231150
179,3756187323
127,3518219545
287,1183363565
198,2662963271
340,2998983685
363,5041553700
394,5345803309
82,2554830312
313,5131786713
102,5055434631
377,5186177182
247,3921296317
36,5175816162
486,2773326025
344,3888623052
339,3472120514
359,3184410472
400,5279406435
92,2962151187
164,2616574183
330,2617708121
106,3928330387
39,3701055090
286,5270253626
453,2165507737
472,1063193062
331,2662672803
90,5117939573
291,2058340385
144,1001400641
385,3199319511
419,2391108630
189,5184667681
317,2662713085
60,3266654570
382,1077746441
32,2298183655
418,2513631815
163,2707558493
40,2886803547
57,2323165667
116,2687105204
284,2920242662
21,3228408820
497,5031181343
414,3879660421
107,5238498194
61,5352454638
492,2753118715
331,5335234009
500,5279406435
460,5336612154
47,2741628130
212,5339447606
438,3145937817
428,2687146385
265,3905923728
443,5292716860
263,5302977891
160,2493157263
167,5231483017
99,1824065033
118,3899963742
499,3287297505
174,5089704290
258,2795445695
106,3950822056
314,3684651661
212,3015209131
97,2900420885
115,5320173997
407,3637181085
78,1195264701
181,3225369352
347,1664765857
50,3374576814
301,3249129715
405,5081113687
293,3973489519
190,2146140702
377,5110082561
203,2079041390
327,2713127565
450,3938504861
379,2998869683
136,3206539730
441,5228350308
425,5287987460
134,5215064551
489,1867848135
141,3954324425
103,5149976902
243,1795289253
377,2394568381
307,2602464317
20,2673617370
80,2126446957
57,2972358565
296,5159837353
394,3531854302
435,3542796057
80,5117212445
268,3145201665
197,5061832458
107,5151182890
317,3523519293
364,2026145011
500,2288421764
151,5292805213
464,3820791127
204,2104911081
154,1588602733
25,5225548755
302,3978456323
199,3080325251
352,1798115822
150,3645339444
158,5346271331
333,2784432713
174,5045489516
434,5073269277
320,2657671321
217,1811550484
248,3321297400
454,1796612421
240,5131308871
392,5267090416
33,3498275800
417,5225599137
228,5144720294
252,2079231487
277,2964672982
108,1614051350
159,2633564765
108,3290726041
173,3255015315
323,2492944905
303,1830559543
42,2983369613
34,5160426669
79,3776766955
1,5114088995
112,2294632527
342,3279732284
121,2717985405
414,2145281563
32,2485531560
23,5102337546
343,2117909965
436,3935069146
372,2212492394
412,3487194101
256,1843928597
403,3507414082
261,2825119843
278,5082543008
126,2058578927
356,1831497737
134,5109935000
178,1796511272
290,5191138236
77,2592286763
62,1911830701
408,2940503207
399,2789763820
334,3494168075
454,2155979935
6,3973235796
401,2354036727
342,2046190075
136,3973307144
213,3244374143
172,2133523613
307,3154845791
122,2920465022
90,3900399772
280,2719633740
434,3267384881
150,3262775061
29,3901620085
464,1976977273
485,5326679978
150,1063193062
40,3691385015
159,1885982224
231,5284979106
445,1671008065
418,2997892257
358,3782419024
20,3975903385
234,2736838404
133,3995639349
137,2749552473
225,5097252091
192,3913137042
70,1709988442
167,5069667249
325,3700489570
197,5309765748
225,2944190123
127,5258056605
135,3612826373
112,2743267182
295,3131993703
485,2772298545
197,3983676264
301,5198390227
304,3550492783
69,5015464900
393,2944943511
126,3222955964
432,5131445667
261,3504550517
187,5103478452
285,2878468944
357,3020462785
94,5266176853
206,3486849192
212,3904355127
45,1793413577
64,3017960021
128,1945515332
97,2201531190
446,3105758083
388,3204411241
187,5067837293
286,2384036495
295,3710981964
441,1818022242
144,5292805213
368,1843142963
326,5285818803
5,5086329258
364,1890365455
5,5357681624
176,3489161311
488,3960644307
180,2391388081
170,5000478803
141,3220605831
240,2311664434
27,3276402542
390,2620865545
486,3009573367
312,5286943027
106,2153864320
89,5090345633
48,3751162103
304,2101373517
159,2656528523
71,2952541865
379,2201123901
83,2851629740
48,2028037205
343,5134772114
376,2279718297
242,5145992256
438,3593674304
306,1946631250
206,2334877932
295,2741052925
162,3483696322
211,2794062015
220,2618686243
358,2272398820
140,3156564555
127,5302117090
326,3753931983
60,5185090717
316,5063363627
159,5349859151
438,3039305755
204,1449546257
29,2710652724
210,5256374760
87,3486760053
252,2145281563
395,3828796472
165,2597133635
480,1976977273
271,3940371609
237,3824457021
252,5195080228
358,5130928021
20,3844826050
389,3493320622
434,1760747257
322,2890650683
155,5268943098
64,3249275284
325,2887029757
426,3540783464
374,1418871171
366,5038501516
7,5093525764
72,3057414044
329,3837397226
129,3319982475
254,3113510385
33,3185806740
124,2152200295
247,5346606055
423,2690253424
364,2998950091
286,1593829195
85,2957891952
